country,year,GDP_per_capita,Education_Tertiary,Rule_of_Law,CO2_per_capita,income_level_code,Income_Group
EGY,1997,2204.66575942446,,,1.621,LMC,Low and Middle Income
EGY,1998,2277.2850483467,,-2.15846075117588,1.777,LMC,Low and Middle Income
EGY,1999,2361.86425101369,28.6016693115234,,1.776,LMC,Low and Middle Income
EGY,2000,2458.60835003154,,-0.876905862241983,1.954,LMC,Low and Middle Income
EGY,2001,2492.03441188861,27.8922500610352,,1.693,LMC,Low and Middle Income
EGY,2002,2498.4812119434,28.9182395935059,-0.19495723117143,1.684,LMC,Low and Middle Income
EGY,2003,2524.80477195753,26.0245094299316,-0.0400259715970606,1.926,LMC,Low and Middle Income
EGY,2004,2574.42341789647,27.2862091064453,0.226404217071831,1.911,LMC,Low and Middle Income
EGY,2005,2635.70305226634,28.4127006530762,-0.0207949917530641,2.058,LMC,Low and Middle Income
EGY,2006,2761.62410768311,28.3695907592773,-4.74244648218154,2.157,LMC,Low and Middle Income
EGY,2007,2902.06559803259,28.8399200439453,-4.18562917411328,2.245,LMC,Low and Middle Income
EGY,2008,3052.2129784594,28.6861095428467,-2.20632120966911,2.281,LMC,Low and Middle Income
EGY,2009,3135.09661305712,29.2693099975586,-1.4168649315834,2.346,LMC,Low and Middle Income
EGY,2010,3233.84521249306,30.0727383660214,-2.97268562018872,2.273,LMC,Low and Middle Income
EGY,2011,3222.37650111397,25.5901820932158,-8.22618263959885,2.434,LMC,Low and Middle Income
EGY,2012,3220.99194201188,26.2271566255146,-9.1187973022461,2.281,LMC,Low and Middle Income
EGY,2013,3216.37839024454,28.3479816954113,-12.5099241733551,2.298,LMC,Low and Middle Income
EGY,2014,3235.66246235519,29.1134325604942,-11.872443318367,2.33,LMC,Low and Middle Income
EGY,2015,3306.98159414141,32.8848991394043,-10.1917579770088,2.276,LMC,Low and Middle Income
EGY,2016,3381.22246307712,31.8731307983398,-8.09192690253257,2.412,LMC,Low and Middle Income
EGY,2017,3452.90961245976,33.1018892935221,-7.5851479768753,2.443,LMC,Low and Middle Income
EGY,2018,3568.63966286365,36.1230010986328,-5.07775947451591,2.289,LMC,Low and Middle Income
EGY,2019,3701.2446344954,33.622825887244,-5.613848477602,2.176,LMC,Low and Middle Income
EGY,2020,3770.86947868544,38.773998260498,-5.39322453737259,2.253,LMC,Low and Middle Income
ESP,1990,19174.77083233,,,5.869,HIC,High Income
ESP,1991,19612.9766041957,,,6.104,HIC,High Income
ESP,1992,19698.51176766,,,6.283,HIC,High Income
ESP,1993,19394.4931411816,,,6.03,HIC,High Income
ESP,1994,19762.3886289154,,,6.307,HIC,High Income
ESP,1995,20217.9031940372,,,6.618,HIC,High Income
ESP,1996,20658.8402775701,,24.3964540958405,6.277,HIC,High Income
ESP,1997,21310.4311888986,,,6.553,HIC,High Income
ESP,1998,22135.4045018802,,22.2052646875381,6.737,HIC,High Income
ESP,1999,23017.838771323,,,7.278,HIC,High Income
ESP,2000,24106.8818529374,,23.9275248050689,7.539,HIC,High Income
ESP,2001,24878.3784543991,61.0042190551758,,7.541,HIC,High Income
ESP,2002,25205.3154769045,63.7400817871094,20.8918362855911,7.928,HIC,High Income
ESP,2003,25481.1653690112,65.5322113037109,21.2119331359863,7.894,HIC,High Income
ESP,2004,25825.3106463315,67.4735717773438,19.1925249099731,8.145,HIC,High Income
ESP,2005,26294.447384391,68.1358337402344,18.9983421564103,8.359,HIC,High Income
ESP,2006,26899.0921497113,68.9646224975586,19.0379066467286,8.029,HIC,High Income
ESP,2007,27338.79541774,69.2297668457031,19.6147663593293,8.051,HIC,High Income
ESP,2008,27112.526293889,69.4019393920898,20.1237181425095,7.252,HIC,High Income
ESP,2009,25860.8142592652,71.4311676025391,19.6520388126373,6.351,HIC,High Income
ESP,2010,25766.2515825743,76.3829116821289,19.6653978824615,6.033,HIC,High Income
ESP,2011,25510.5579678829,80.7240905761719,19.879432797432,6.027,HIC,High Income
ESP,2012,24763.568274484,82.89208984375,17.6425708532333,5.901,HIC,High Income
ESP,2013,24498.5559507945,85.1826324462891,17.4305208921432,5.38,HIC,High Income
ESP,2014,24947.8512505913,87.9358520507812,16.4304155111313,5.429,HIC,High Income
ESP,2015,25982.4416197775,88.5305328369141,15.1354845762253,5.789,HIC,High Income
ESP,2016,26719.2442268615,89.810791015625,16.4859030842781,5.554,HIC,High Income
ESP,2017,27426.281015093,92.070182800293,17.4867261648179,5.835,HIC,High Income
ESP,2018,27956.7225466484,92.5194931030273,16.7112020254135,5.702,HIC,High Income
ESP,2019,28301.4393949563,91.5387725830078,16.9225965738296,5.285,HIC,High Income
ESP,2020,25077.019882928,91.59912109375,14.7436061501503,4.441,HIC,High Income
EST,1990,9341.22558106091,,,23.503,HIC,High Income
EST,1991,8637.20577725726,,,21.806,HIC,High Income
EST,1992,6934.17057662389,,,15.85,HIC,High Income
EST,1993,6706.56021122484,,,12.918,HIC,High Income
EST,1994,6738.99904122236,,,13.579,HIC,High Income
EST,1995,7170.94607721168,,,12.427,HIC,High Income
EST,1996,7637.25708286963,,9.76525408029556,13.267,HIC,High Income
EST,1997,8732.99085657194,,,13.136,HIC,High Income
EST,1998,9199.93534127632,,10.0649212002754,11.999,HIC,High Income
EST,1999,9133.89593384355,,,11.349,HIC,High Income
EST,2000,10006.7696280939,,10.1101894378662,11.074,HIC,High Income
EST,2001,10662.9455020331,58.7174797058105,,11.432,HIC,High Income
EST,2002,11474.6622721923,61.7471008300781,13.4612427949905,11.134,HIC,High Income
EST,2003,12424.0441535693,64.2222671508789,13.1039038896561,12.584,HIC,High Income
EST,2004,13348.5284463324,65.7773971557617,15.0113022327423,12.712,HIC,High Income
EST,2005,14703.6179707772,67.9843521118164,15.3630468249321,12.614,HIC,High Income
EST,2006,16234.5152041417,68.7950820922852,19.2054442167282,12.205,HIC,High Income
EST,2007,17543.4661785723,68.8220596313477,19.0786830186844,14.866,HIC,High Income
EST,2008,16688.997772178,67.8356094360352,19.6424754858016,13.324,HIC,High Income
EST,2009,14274.8511086787,67.8494186401367,19.1191959381104,10.794,HIC,High Income
EST,2010,14657.939813612,68.7101593017578,19.603208899498,14.244,HIC,High Income
EST,2011,15820.922342204,71.0235290527344,19.988854765892,14.275,HIC,High Income
EST,2012,16460.6843479001,72.9364700317383,19.5660053491592,13.429,HIC,High Income
EST,2013,16809.5326683781,75.4523162841797,20.2544708251953,14.898,HIC,High Income
EST,2014,17413.6867560212,76.2024536132812,23.2889050245285,14.29,HIC,High Income
EST,2015,17722.1557669523,74.5832824707031,22.1861265897751,12.004,HIC,High Income
EST,2016,18264.9873304279,73.0334320068359,20.3528958559036,13.248,HIC,High Income
EST,2017,19270.8141210511,72.1369781494141,21.3012653589249,14.131,HIC,High Income
EST,2018,19914.3454922878,72.0659637451172,20.5475835800171,13.465,HIC,High Income
EST,2019,20579.8756732376,72.7060317993164,21.2241719961166,9.261,HIC,High Income
EST,2020,19946.945696898,72.0443572998047,22.8192797899246,6.918,HIC,High Income
FIN,1990,31291.5222587198,,,11.415,HIC,High Income
FIN,1991,29290.9773950558,,,11.008,HIC,High Income
FIN,1992,28162.3512348846,,,10.764,HIC,High Income
FIN,1993,27807.8614663327,,,11.116,HIC,High Income
FIN,1994,28785.9195720485,,,12.133,HIC,High Income
FIN,1995,29890.5243289925,,,11.379,HIC,High Income
FIN,1996,30883.8347237846,,32.4346663951874,12.496,HIC,High Income
FIN,1997,32762.1179107575,,,12.199,HIC,High Income
FIN,1998,34457.4555939742,,33.1852750778199,11.518,HIC,High Income
FIN,1999,35886.4949080548,,,11.398,HIC,High Income
FIN,2000,37872.6020343504,,33.2079299688338,11.015,HIC,High Income
FIN,2001,38784.1308115726,85.9510498046875,,12.051,HIC,High Income
FIN,2002,39343.0698997627,86.788932800293,32.3661119937897,12.508,HIC,High Income
FIN,2003,40038.9839702277,88.286979675293,33.296782374382,13.938,HIC,High Income
FIN,2004,41521.962874476,90.1379318237305,32.9781061410904,13.187,HIC,High Income
FIN,2005,42529.3506920884,91.9409408569336,33.166006565094,10.877,HIC,High Income
FIN,2006,44069.3958834717,93.4309921264648,33.3117282390595,12.983,HIC,High Income
FIN,2007,46213.6898975737,95.0834808349609,32.2464498281478,12.624,HIC,High Income
FIN,2008,46359.8732844055,95.8668518066406,32.4764803647995,11.033,HIC,High Income
FIN,2009,42412.5133513534,92.0154724121094,33.3636709451675,10.474,HIC,High Income
FIN,2010,43556.5385834368,93.1867599487305,33.3412957191467,11.95,HIC,High Income
FIN,2011,44391.4535667984,93.2884292602539,32.9721460342407,10.513,HIC,High Income
FIN,2012,43507.9345371578,91.5533828735352,33.048569560051,9.449,HIC,High Income
FIN,2013,42883.6384986417,91.2365264892578,33.2463747262955,9.509,HIC,High Income
FIN,2014,42502.4880199858,89.9938812255859,36.1211519241333,8.719,HIC,High Income
FIN,2015,42560.3456767103,89.6573791503906,34.9906928539276,8.065,HIC,High Income
FIN,2016,43529.6761616969,89.3280029296875,34.2289044857025,8.598,HIC,High Income
FIN,2017,44862.220404205,90.6983871459961,34.5038568973541,8.107,HIC,High Income
FIN,2018,45337.2409550575,92.3850021362305,34.6906359195709,8.292,HIC,High Income
FIN,2019,45898.5708448954,94.5891189575195,34.3256187438965,7.687,HIC,High Income
FIN,2020,44690.9801103074,96.4726333618164,34.4758925437928,6.821,HIC,High Income
FRA,1990,27992.9751471374,,,6.929,HIC,High Income
FRA,1991,28197.2359540607,,,7.318,HIC,High Income
FRA,1992,28482.5194675509,,,7.096,HIC,High Income
FRA,1993,28257.0962487817,,,6.728,HIC,High Income
FRA,1994,28822.5006495069,,,6.585,HIC,High Income
FRA,1995,29379.6158424052,,,6.65,HIC,High Income
FRA,1996,29683.7786067651,,25.2226169109345,6.909,HIC,High Income
FRA,1997,30325.522871824,,,6.762,HIC,High Income
FRA,1998,31256.5073830655,,23.196768283844,7.049,HIC,High Income
FRA,1999,32152.7207478734,,,6.991,HIC,High Income
FRA,2000,33255.1379642335,,24.3492271900178,6.85,HIC,High Income
FRA,2001,33640.6738002565,50.4472885131836,,6.871,HIC,High Income
FRA,2002,33753.5782979758,50.2516899108887,20.6188346147538,6.747,HIC,High Income
FRA,2003,33840.6175720101,52.3169784545898,22.6659114360809,6.799,HIC,High Income
FRA,2004,34557.1471111581,53.4576301574707,24.2282781600953,6.769,HIC,High Income
FRA,2005,34946.0372494703,53.8823318481445,23.9331181049346,6.756,HIC,High Income
FRA,2006,35645.4162427116,53.8754196166992,24.8569387197494,6.554,HIC,High Income
FRA,2007,36322.1685141004,52.9475402832031,24.7583649158479,6.35,HIC,High Income
FRA,2008,36257.3658930938,52.4755210876465,25.4366538524627,6.209,HIC,High Income
FRA,2009,35052.8510772683,52.7731018066406,24.5778695344924,5.885,HIC,High Income
FRA,2010,35578.1968010183,54.881721496582,25.4954361915588,5.946,HIC,High Income
FRA,2011,36269.9561530888,55.6257286071777,24.3054920434952,5.572,HIC,High Income
FRA,2012,36161.2918253465,57.9090118408203,24.4278515577316,5.59,HIC,High Income
FRA,2013,36256.086680981,59.8487586975098,23.8399176597595,5.591,HIC,High Income
FRA,2014,36444.3949089146,61.5104789733887,24.7104607820511,5.067,HIC,High Income
FRA,2015,36702.4323733379,62.7859306335449,23.3143163919449,5.116,HIC,High Income
FRA,2016,36920.5342846914,64.7276763916016,23.0578945875167,5.155,HIC,High Income
FRA,2017,37580.5979329356,65.8022308349609,23.8439536094666,5.183,HIC,High Income
FRA,2018,38062.4435961412,67.5435180664062,23.8239839076996,4.931,HIC,High Income
FRA,2019,38705.2072940618,67.7331314086914,23.3995584249497,4.812,HIC,High Income
FRA,2020,35709.2045925926,68.8709411621094,22.1333460807801,4.272,HIC,High Income
GBR,1990,30071.2085616955,,,10.493,HIC,High Income
GBR,1991,29590.9054053428,,,10.588,HIC,High Income
GBR,1992,29893.0776793743,,,10.289,HIC,High Income
GBR,1993,30862.4118121654,,,10.017,HIC,High Income
GBR,1994,32308.7952722115,,,9.896,HIC,High Income
GBR,1995,33362.0161272507,,,9.735,HIC,High Income
GBR,1996,34147.3459054033,,27.688483953476,10.065,HIC,High Income
GBR,1997,35721.6105928791,,,9.628,HIC,High Income
GBR,1998,36773.9287790406,,29.462684750557,9.698,HIC,High Income
GBR,1999,37730.7155591161,,,9.546,HIC,High Income
GBR,2000,39297.1366317267,57.365119934082,28.3414409160614,9.635,HIC,High Income
GBR,2001,40082.1359356822,57.4873008728027,,9.749,HIC,High Income
GBR,2002,40594.932929345,61.1282196044922,28.082169175148,9.41,HIC,High Income
GBR,2003,41706.8303930126,61.4559707641602,28.3457919359208,9.556,HIC,High Income
GBR,2004,42434.8209023638,59.4526710510254,27.3292036056519,9.53,HIC,High Income
GBR,2005,43320.5628684438,59.2745018005371,26.4887373447418,9.412,HIC,High Income
GBR,2006,43944.9985799069,59.1907196044922,30.1307071447372,9.301,HIC,High Income
GBR,2007,44882.141312304,58.8450889587402,29.2432672977448,9.093,HIC,High Income
GBR,2008,44508.2874631479,57.4309883117676,28.8430403470993,8.785,HIC,High Income
GBR,2009,42146.5095879962,59.101131439209,29.4371622800828,7.905,HIC,High Income
GBR,2010,42762.720840223,59.8467292785645,30.1697731018066,8.125,HIC,High Income
GBR,2011,42791.0934313474,59.3426704406738,28.1986435651779,7.396,HIC,High Income
GBR,2012,43136.7006795996,59.1535682678223,29.4000357389451,7.622,HIC,High Income
GBR,2013,43585.8731772281,56.7794799804688,28.7200186252594,7.418,HIC,High Income
GBR,2014,44628.5724578217,56.5240287780762,31.8708078861237,6.765,HIC,High Income
GBR,2015,45256.040227057,56.4461288452148,30.1897407770157,6.461,HIC,High Income
GBR,2016,45888.7099614563,58.083869934082,27.9700646400452,6.062,HIC,High Income
GBR,2017,47019.4510419999,59.6282081604004,28.051581978798,5.838,HIC,High Income
GBR,2018,47516.2099770322,61.1377716064453,27.3426623344421,5.689,HIC,High Income
GBR,2019,47866.9140354078,65.5119934082031,26.7716814279556,5.435,HIC,High Income
GBR,2020,42985.0392148248,69.4076614379883,24.9557225704193,4.844,HIC,High Income
GEO,1990,3534.03227732782,,,2.725,UMC,Low and Middle Income
GEO,1991,2768.81016089293,37.0881996154785,,2.714,UMC,Low and Middle Income
GEO,1992,1513.85017404463,,,2.668,UMC,Low and Middle Income
GEO,1993,1062.09528080207,,,1.909,UMC,Low and Middle Income
GEO,1994,966.419596225484,,,1.169,UMC,Low and Middle Income
GEO,1995,1029.48054628347,46.4012413024902,,0.46,UMC,Low and Middle Income
GEO,1996,1187.123206219,43.8229789733887,-21.3575413227081,0.841,UMC,Low and Middle Income
GEO,1997,1354.78352202066,47.1814498901367,,0.94,UMC,Low and Middle Income
GEO,1998,1431.79336069224,,-20.7085280418397,1.063,UMC,Low and Middle Income
GEO,1999,1503.46298776734,38.4826202392578,,0.953,UMC,Low and Middle Income
GEO,2000,1561.19867638847,40.6597099304199,-15.9544582366943,1.039,UMC,Low and Middle Income
GEO,2001,1661.83019106421,41.7714691162109,,0.884,UMC,Low and Middle Income
GEO,2002,1768.5970116888,44.0944595336914,-18.4289563894272,0.811,UMC,Low and Middle Income
GEO,2003,1977.46143338741,45.2726097106934,-15.5083196163178,0.913,UMC,Low and Middle Income
GEO,2004,2105.00472843799,44.4988403320312,-12.7460897564888,1.055,UMC,Low and Middle Income
GEO,2005,2321.60084285163,49.7896995544434,-11.8313643336296,1.253,UMC,Low and Middle Income
GEO,2006,2554.81253503914,42.33203125,-7.84834459424019,1.57,UMC,Low and Middle Income
GEO,2007,2891.13702331846,41.5539588928223,-5.85580548644066,1.666,UMC,Low and Middle Income
GEO,2008,2970.15858282428,38.640739440918,-4.47005581855774,1.458,UMC,Low and Middle Income
GEO,2009,2887.25607935922,28.6668605804443,-3.38836051523685,1.575,UMC,Low and Middle Income
GEO,2010,3090.06513662318,32.7360912804725,-3.5017446577549,1.614,UMC,Low and Middle Income
GEO,2011,3362.1030031968,35.9205541584628,-2.03348963707685,2.02,UMC,Low and Middle Income
GEO,2012,3609.780798626,33.6164699594408,-0.105694922618568,2.16,UMC,Low and Middle Income
GEO,2013,3806.50600649051,40.5870663959566,0.0838933964259923,2.108,UMC,Low and Middle Income
GEO,2014,3960.35080091901,46.3290537874173,3.81976300477982,2.388,UMC,Low and Middle Income
GEO,2015,4086.6223465965,51.9050659422441,3.84107710421085,2.582,UMC,Low and Middle Income
GEO,2016,4225.09154904806,58.1988080034057,5.77562847733497,2.648,UMC,Low and Middle Income
GEO,2017,4442.50744127374,63.535040959252,4.52809733152389,2.652,UMC,Low and Middle Income
GEO,2018,4713.65354845303,66.747813990461,4.66634833812714,2.606,UMC,Low and Middle Income
GEO,2019,4975.81148194814,69.6463934713126,4.29906488955021,2.77,UMC,Low and Middle Income
GEO,2020,4659.60925318234,71.8064531290391,3.84716916084289,2.734,UMC,Low and Middle Income
GHA,1990,855.85250708181,,,0.228,LMC,Low and Middle Income
GHA,1991,878.63570406594,0.910929977893829,,0.247,LMC,Low and Middle Income
GHA,1992,890.313174799419,1.05234003067017,,0.2,LMC,Low and Middle Income
GHA,1993,910.722897752222,1.25375998020172,,0.23,LMC,Low and Middle Income
GHA,1994,918.428722656692,1.28396999835968,,0.267,LMC,Low and Middle Income
GHA,1995,933.895311664356,,,0.266,LMC,Low and Middle Income
GHA,1996,954.325387944775,,-3.97083024680614,0.273,LMC,Low and Middle Income
GHA,1997,970.995739362631,,,0.302,LMC,Low and Middle Income
GHA,1998,992.20631798932,,-7.47669464349747,0.299,LMC,Low and Middle Income
GHA,1999,1010.88194916348,,,0.293,LMC,Low and Middle Income
GHA,2000,1022.27520714566,,1.3384560123086,0.271,LMC,Low and Middle Income
GHA,2001,1035.22666053257,,,0.296,LMC,Low and Middle Income
GHA,2002,1052.46591644399,,0.394634854048491,0.313,LMC,Low and Middle Income
GHA,2003,1077.69990866645,,0.133631656877697,0.314,LMC,Low and Middle Income
GHA,2004,1108.30475353633,,-2.14688606560231,0.295,LMC,Low and Middle Income
GHA,2005,1143.31178934301,5.35099983215332,-2.28693287074566,0.272,LMC,Low and Middle Income
GHA,2006,1185.26570738595,4.7728099822998,0.960442796349526,0.37,LMC,Low and Middle Income
GHA,2007,1205.31705804209,5.92381000518799,0.666968330740928,0.38,LMC,Low and Middle Income
GHA,2008,1282.63416886747,7.91365003585815,-1.06049421429634,0.343,LMC,Low and Middle Income
GHA,2009,1311.63053760125,8.29780006408691,-0.720067631453276,0.276,LMC,Low and Middle Income
GHA,2010,1381.2279503506,,-0.565986976027488,0.351,LMC,Low and Middle Income
GHA,2011,1537.81834019283,11.2824466895305,-0.0534492975566536,0.396,LMC,Low and Middle Income
GHA,2012,1640.54072088003,11.4938894891938,0.283380877226592,0.473,LMC,Low and Middle Income
GHA,2013,1718.59704769958,13.4205396326832,2.62162064015865,0.46,LMC,Low and Middle Income
GHA,2014,1726.36930134647,15.0809451652103,1.08053939044476,0.473,LMC,Low and Middle Income
GHA,2015,1722.77282833606,15.5618871637579,2.14342804998159,0.508,LMC,Low and Middle Income
GHA,2016,1740.81101902928,15.606270735823,0.626717425882816,0.474,LMC,Low and Middle Income
GHA,2017,1841.44636153249,16.2065694246062,1.88090293109417,0.414,LMC,Low and Middle Income
GHA,2018,1915.4532323781,15.9045597520982,0.928642898797989,0.496,LMC,Low and Middle Income
GHA,2019,1999.55372220211,17.3607250095097,0.311013021506369,0.525,LMC,Low and Middle Income
GHA,2020,1970.19411460398,18.6139938594155,-1.28841415420175,0.601,LMC,Low and Middle Income
GRC,1990,15438.7937023583,,,8.133,HIC,High Income
GRC,1991,15727.4735434744,,,8.092,HIC,High Income
GRC,1992,15717.04638162,,,8.202,HIC,High Income
GRC,1993,15374.8626265369,,,8.094,HIC,High Income
GRC,1994,15604.0339944242,,,8.258,HIC,High Income
GRC,1995,15857.4161930856,,,8.267,HIC,High Income
GRC,1996,16005.9511569711,,17.909902215004,8.431,HIC,High Income
GRC,1997,16501.0316491318,,,8.831,HIC,High Income
GRC,1998,16973.8293714071,,13.1863959431648,9.238,HIC,High Income
GRC,1999,17358.4346978294,,,9.129,HIC,High Income
GRC,2000,18002.9064613985,52.6726303100586,14.6377569437027,9.55,HIC,High Income
GRC,2001,18742.4235780691,59.9249114990234,,9.717,HIC,High Income
GRC,2002,19548.3677447396,66.8908386230469,12.3053691387176,9.642,HIC,High Income
GRC,2003,20632.2557041942,72.9116668701172,13.4250697493553,9.989,HIC,High Income
GRC,2004,21688.1050959558,80.4148406982422,15.2852817177773,10.001,HIC,High Income
GRC,2005,21880.5265835801,90.3474731445312,13.3442141413689,10.371,HIC,High Income
GRC,2006,23220.5324419197,95.0775375366211,14.6778250336647,10.205,HIC,High Income
GRC,2007,23973.6936091313,90.5404281616211,14.6078915596008,10.37,HIC,High Income
GRC,2008,23923.8800731311,,14.5112510919571,10.028,HIC,High Income
GRC,2009,22878.1346644397,,10.9963535666466,9.391,HIC,High Income
GRC,2010,21547.724178239,101.694053649902,9.92622661590576,8.751,HIC,High Income
GRC,2011,19448.255802525,105.812690734863,9.06656175851822,8.507,HIC,High Income
GRC,2012,17924.6620496886,110.122978210449,6.59993678331375,8.272,HIC,High Income
GRC,2013,17644.8766635021,112.705833435059,7.94269552826881,7.45,HIC,High Income
GRC,2014,17903.5252440012,119.104209899902,6.35638290643692,7.219,HIC,High Income
GRC,2015,17980.7298238137,,4.35387179255486,6.924,HIC,High Income
GRC,2016,18049.928997892,131.403213500977,1.96587804704904,6.622,HIC,High Income
GRC,2017,18352.0884461258,135.333923339844,0.903995733708143,6.96,HIC,High Income
GRC,2018,18769.0389621976,140.950317382812,1.98341443389654,6.689,HIC,High Income
GRC,2019,19216.6759579785,143.96272277832,2.74952083826065,6.133,HIC,High Income
GRC,2020,17486.951333323,143.693344116211,4.99438953399658,5.194,HIC,High Income
HKG,1990,21357.2396746971,,,4.882,HIC,High Income
HKG,1991,22388.5913459199,,,5.057,HIC,High Income
HKG,1992,23585.6546636119,,,5.716,HIC,High Income
HKG,1993,24621.6478184223,,,5.892,HIC,High Income
HKG,1994,25526.4330083318,,,5.144,HIC,High Income
HKG,1995,25620.0203685972,,,5.062,HIC,High Income
HKG,1996,25551.3713114257,,12.7596180438995,4.587,HIC,High Income
HKG,1997,26631.7761597523,,,4.753,HIC,High Income
HKG,1998,24856.7504063002,,16.7303918004036,5.969,HIC,High Income
HKG,1999,25237.6325695984,,,6.431,HIC,High Income
HKG,2000,26933.2130754703,,13.5405865907669,5.931,HIC,High Income
HKG,2001,26885.4053275596,,,5.504,HIC,High Income
HKG,2002,27210.0502364654,,21.5142226219177,5.718,HIC,High Income
HKG,2003,28097.0971397308,32.2168502807617,26.1268873214722,6.23,HIC,High Income
HKG,2004,30304.2901619598,32.296459197998,26.6531661748886,5.975,HIC,High Income
HKG,2005,32401.3558626573,32.9854888916016,27.2273305654526,6.273,HIC,High Income
HKG,2006,34458.0032348089,33.7220993041992,26.1736704111099,6.047,HIC,High Income
HKG,2007,36371.6434233987,42.6142997741699,25.6700849533081,6.25,HIC,High Income
HKG,2008,36924.0529643897,55.8018608093262,25.1296870708466,6.095,HIC,High Income
HKG,2009,35938.578391742,56.5805511474609,25.310778260231,5.886,HIC,High Income
HKG,2010,38090.0154420129,59.0325529542921,26.1125210523605,5.641,HIC,High Income
HKG,2011,39656.3184510131,60.2208370436331,26.2769052982331,6.041,HIC,High Income
HKG,2012,39887.8192650568,60.9527896995708,26.7506395578385,5.935,HIC,High Income
HKG,2013,40959.9776349249,68.0858986854034,26.6172769069672,6.1,HIC,High Income
HKG,2014,41796.8593150091,69.6881506285714,31.5592912435532,6.215,HIC,High Income
HKG,2015,42432.1619740441,68.7008718656545,30.5244843959808,5.756,HIC,High Income
HKG,2016,43087.5537128127,70.3316379391101,28.7180479764939,5.854,HIC,High Income
HKG,2017,44380.8176753147,72.9228515909643,28.6623344421387,5.699,HIC,High Income
HKG,2018,45280.4971892076,78.2463196011546,29.5009421110153,5.702,HIC,High Income
HKG,2019,44195.2741142906,83.8542119335773,26.7075117826461,5.597,HIC,High Income
HKG,2020,41451.2989586282,89.9479038224414,26.4491661787033,4.474,HIC,High Income
HND,1990,457.981040092588,9.24248027801514,,0.503,LMC,Low and Middle Income
HND,1991,561.125592319344,9.16545009613037,,0.493,LMC,Low and Middle Income
HND,1992,594.68900114157,9.41639041900635,,0.532,LMC,Low and Middle Income
HND,1993,656.869827849093,9.12376022338867,,0.542,LMC,Low and Middle Income
HND,1994,823.791675562094,9.96479988098145,,0.579,LMC,Low and Middle Income
HND,1995,998.356564183177,9.81441974639893,,0.668,LMC,Low and Middle Income
HND,1996,1193.38830906175,10.3873300552368,-15.7989371418953,0.656,LMC,Low and Middle Income
HND,1997,1420.73109700244,11.0547504425049,,0.661,LMC,Low and Middle Income
HND,1998,1543.75794800689,12.7151498794556,-15.0548326969147,0.772,LMC,Low and Middle Income
HND,1999,1677.77949157084,12.4082698822022,,0.735,LMC,Low and Middle Income
HND,2000,1789.47798512637,12.8694696426392,-16.9667006134987,0.765,LMC,Low and Middle Income
HND,2001,1789.18816032117,,,0.838,LMC,Low and Middle Income
HND,2002,1807.97305547292,,-14.9530630111694,0.857,LMC,Low and Middle Income
HND,2003,1842.29750018813,15.888970375061,-15.9196794629097,0.939,LMC,Low and Middle Income
HND,2004,1908.90950050464,15.9416399002075,-14.4549421668053,0.986,LMC,Low and Middle Income
HND,2005,1975.85647913236,,-13.1087129116058,0.914,LMC,Low and Middle Income
HND,2006,2056.53491469231,,-16.8076137900352,1.005,LMC,Low and Middle Income
HND,2007,2134.19540639485,,-15.7920296192169,1.049,LMC,Low and Middle Income
HND,2008,2175.14709403064,17.5304298400879,-16.5131721496582,1.065,LMC,Low and Middle Income
HND,2009,2076.30859895638,,-15.2235335111618,0.981,LMC,Low and Middle Income
HND,2010,2108.47314459603,19.2757550175649,-14.8803389668465,0.969,LMC,Low and Middle Income
HND,2011,2144.56265540491,,-15.3911349177361,1.037,LMC,Low and Middle Income
HND,2012,2188.39378817891,18.9442917508647,-19.4892251491546,1.045,LMC,Low and Middle Income
HND,2013,2205.40126728067,19.4476759264062,-19.9394590854645,1.049,LMC,Low and Middle Income
HND,2014,2229.24772232218,19.7241865242748,-16.0325328707695,1.049,LMC,Low and Middle Income
HND,2015,2271.20265980349,20.3152639116671,-15.971284866333,1.18,LMC,Low and Middle Income
HND,2016,2315.72983058198,21.0025442228384,-19.2930322885514,1.056,LMC,Low and Middle Income
HND,2017,2383.37398439714,24.5585599156436,-18.0096606016159,1.064,LMC,Low and Middle Income
HND,2018,2430.13503657762,26.3838242053705,-17.9323521852493,1.011,LMC,Low and Middle Income
HND,2019,2447.61649282181,25.3231382609304,-17.6584409475326,1.102,LMC,Low and Middle Income
HND,2020,2189.43168668222,,-17.1210347414017,0.986,LMC,Low and Middle Income
HRV,1990,9754.76325850554,,,4.733,HIC,High Income
HRV,1991,7842.64431877356,,,3.523,HIC,High Income
HRV,1992,7095.31004903355,,,3.425,HIC,High Income
HRV,1993,6490.91059131693,,,3.554,HIC,High Income
HRV,1994,6795.79207585721,,,3.434,HIC,High Income
HRV,1995,7304.72692228877,,,3.64,HIC,High Income
HRV,1996,7858.19280544609,,-10.7819467782974,3.8,HIC,High Income
HRV,1997,8383.47376326709,,,4.122,HIC,High Income
HRV,1998,8577.65913376916,,-6.90834698081017,4.283,HIC,High Income
HRV,1999,8541.53312242717,,,4.579,HIC,High Income
HRV,2000,8880.47789126428,,-0.507765106856823,4.543,HIC,High Income
HRV,2001,9515.92714476421,36.3740501403809,,4.83,HIC,High Income
HRV,2002,10062.0602516769,39.1618309020996,-2.46147979795933,5.09,HIC,High Income
HRV,2003,10619.3351874985,42.3809814453125,-0.781897090375424,5.393,HIC,High Income
