country,year,GDP_per_capita,Education_Tertiary,Rule_of_Law,CO2_per_capita,income_level_code,Income_Group
KGZ,2004,831.482103944381,39.1110000610352,-13.4838389158249,1.116,LMC,Low and Middle Income
KGZ,2005,820.709519437592,40.615779876709,-19.0950940847397,1.052,LMC,Low and Middle Income
KGZ,2006,837.138026647346,41.6426811218262,-22.3939777612686,1.033,LMC,Low and Middle Income
KGZ,2007,900.02796489729,41.4537391662598,-22.4731006622314,1.228,LMC,Low and Middle Income
KGZ,2008,966.409971184817,45.5842208862305,-23.509537100792,1.4,LMC,Low and Middle Income
KGZ,2009,981.220904665529,43.4328689575195,-22.6058138608932,1.243,LMC,Low and Middle Income
KGZ,2010,962.764789828724,42.2182042645436,-21.5807768106461,1.157,LMC,Low and Middle Income
KGZ,2011,1005.4831781815,42.4374714139813,-20.3339147567748,1.362,LMC,Low and Middle Income
KGZ,2012,985.8472865972,45.2330629115781,-19.2924119234085,1.771,LMC,Low and Middle Income
KGZ,2013,1069.78404438716,48.5727890390198,-18.9562896490097,1.679,LMC,Low and Middle Income
KGZ,2014,1088.58214229508,46.360320327803,-15.9119537472725,1.735,LMC,Low and Middle Income
KGZ,2015,1105.65193844261,46.5495890237956,-17.2134841680527,1.71,LMC,Low and Middle Income
KGZ,2016,1128.3161612818,44.5886036787376,-17.7198483943939,1.575,LMC,Low and Middle Income
KGZ,2017,1157.18275758067,41.5760302696793,-16.0633504986763,1.505,LMC,Low and Middle Income
KGZ,2018,1175.0712778747,39.5679556504749,-15.7463569641113,1.762,LMC,Low and Middle Income
KGZ,2019,1201.87701429721,40.8257000638543,-15.4831340312958,1.393,LMC,Low and Middle Income
KGZ,2020,1093.32856461422,45.3327840830343,-16.2590192556381,1.253,LMC,Low and Middle Income
KHM,1990,824.051655825487,0.685980021953583,,0.171,LMC,Low and Middle Income
KHM,1991,850.610221173097,0.82029002904892,,0.17,LMC,Low and Middle Income
KHM,1992,862.478030887335,1.07730996608734,,0.166,LMC,Low and Middle Income
KHM,1993,845.382004291868,1.30534994602203,,0.161,LMC,Low and Middle Income
KHM,1994,513.967147967874,1.51787996292114,,0.154,LMC,Low and Middle Income
KHM,1995,520.926883186145,1.53399002552032,,0.15,LMC,Low and Middle Income
KHM,1996,511.670349597704,1.79530000686646,-20.3042702674866,0.14,LMC,Low and Middle Income
KHM,1997,496.770551310941,1.22730004787445,,0.127,LMC,Low and Middle Income
KHM,1998,499.016649050833,,-20.0367970466614,0.156,LMC,Low and Middle Income
KHM,1999,552.901492232643,,,0.154,LMC,Low and Middle Income
KHM,2000,598.561915252147,1.86557996273041,-18.4272338151932,0.16,LMC,Low and Middle Income
KHM,2001,632.833573980849,1.97913002967834,,0.177,LMC,Low and Middle Income
KHM,2002,662.188341283454,2.33661007881165,-19.768648982048,0.168,LMC,Low and Middle Income
KHM,2003,719.333494240509,3.01460003852844,-19.6368416547775,0.173,LMC,Low and Middle Income
KHM,2004,775.847139030978,3.07344007492065,-20.6460229158401,0.169,LMC,Low and Middle Income
KHM,2005,866.340290123209,3.77035999298096,-21.110297203064,0.164,LMC,Low and Middle Income
KHM,2006,947.065220050691,6.20005989074707,-21.0498186349868,0.209,LMC,Low and Middle Income
KHM,2007,1030.23117620792,7.67417001724243,-19.4681752920151,0.252,LMC,Low and Middle Income
KHM,2008,1090.57475806147,8.92994976043701,-19.6465529203415,0.28,LMC,Low and Middle Income
KHM,2009,1117.25834194514,10.6747398376465,-19.1073486804962,0.321,LMC,Low and Middle Income
KHM,2010,1155.85236856699,12.1998596191406,-19.0925629138946,0.349,LMC,Low and Middle Income
KHM,2011,1221.38839852454,11.4902860215331,-17.8582979440688,0.358,LMC,Low and Middle Income
KHM,2012,1295.25271477893,,-16.6828852295876,0.373,LMC,Low and Middle Income
KHM,2013,1376.29557595926,,-17.1284683942795,0.371,LMC,Low and Middle Income
KHM,2014,1464.53115866927,,-16.2207258939743,0.435,LMC,Low and Middle Income
KHM,2015,1547.32010444393,13.615484963166,-16.8984382152557,0.524,LMC,Low and Middle Income
KHM,2016,1645.46671578126,,-18.348757147789,0.671,LMC,Low and Middle Income
KHM,2017,1753.93530504662,12.5181529981862,-18.2251601219178,0.752,LMC,Low and Middle Income
KHM,2018,1884.28374817086,13.2671737077763,-19.2482470273972,0.856,LMC,Low and Middle Income
KHM,2019,2008.32094006706,12.9409846754696,-16.1837451457977,1.13,LMC,Low and Middle Income
KHM,2020,1908.63427518336,13.8767573747135,-16.3286190629005,1.255,LMC,Low and Middle Income
KOR,1990,9672.57845182894,,,5.683,HIC,High Income
KOR,1991,10618.8431439122,,,6.204,HIC,High Income
KOR,1992,11176.560685871,,,6.716,HIC,High Income
KOR,1993,11837.4692053797,,,7.356,HIC,High Income
KOR,1994,12817.2447824958,,,7.881,HIC,High Income
KOR,1995,13924.3044000347,,,8.457,HIC,High Income
KOR,1996,14894.3278834104,,13.5787051320076,9.225,HIC,High Income
KOR,1997,15682.2717905189,,,9.686,HIC,High Income
KOR,1998,14800.5091573641,,13.2379090189934,8.177,HIC,High Income
KOR,1999,16402.9168341094,,,8.828,HIC,High Income
KOR,2000,17763.1353417297,74.6898574829102,14.1157754063606,9.408,HIC,High Income
KOR,2001,18460.4288193829,77.3433532714844,,9.685,HIC,High Income
KOR,2002,19775.3800655139,80.7160491943359,15.6401695013046,10.065,HIC,High Income
KOR,2003,20278.0406421178,84.4563903808594,13.6050797700882,10.212,HIC,High Income
KOR,2004,21244.8136800528,89.8009033203125,15.4632692337036,10.302,HIC,High Income
KOR,2005,22123.7613066851,95.3700103759766,16.5617892742157,10.422,HIC,High Income
KOR,2006,23162.1860111297,99.9493103027344,14.2451792359352,10.488,HIC,High Income
KOR,2007,24391.7651013448,102.949272155762,17.1793463230134,10.829,HIC,High Income
KOR,2008,24934.5396367691,103.136177062988,14.6285776495934,11.015,HIC,High Income
KOR,2009,25009.9148311999,102.658447265625,16.902060508728,11.078,HIC,High Income
KOR,2010,26623.0487122927,101.673286437988,17.1395285129547,12.187,HIC,High Income
KOR,2011,27393.455357272,100.819679260254,17.43503510952,12.69,HIC,High Income
KOR,2012,27944.0564190045,98.286979675293,16.742204606533,12.66,HIC,High Income
KOR,2013,28732.711152033,96.3375015258789,16.0675022006035,12.674,HIC,High Income
KOR,2014,29470.6732991655,94.4421691894531,17.1027343273163,12.453,HIC,High Income
KOR,2015,30171.7906545222,93.9676513671875,15.4220556616783,12.439,HIC,High Income
KOR,2016,31005.4072876388,93.6577224731445,19.2409346103668,12.435,HIC,High Income
KOR,2017,31979.9027302467,93.7230224609375,19.3017774820328,12.713,HIC,High Income
KOR,2018,32852.8887488942,93.3281784057617,20.4801428318023,12.977,HIC,High Income
KOR,2019,33496.3113815643,93.9989166259766,19.7525324821473,12.481,HIC,High Income
KOR,2020,33215.9298928108,96.8767700195312,19.5901885032654,11.524,HIC,High Income
LAO,1990,634.525297009385,1.11591994762421,,0.119,LMC,Low and Middle Income
LAO,1991,643.410259077746,,,0.123,LMC,Low and Middle Income
LAO,1992,660.633861954064,,,0.13,LMC,Low and Middle Income
LAO,1993,680.964153708638,1.31793999671936,,0.13,LMC,Low and Middle Income
LAO,1994,717.509245108717,1.30735003948212,,0.131,LMC,Low and Middle Income
LAO,1995,749.234741728538,1.63365995883942,,0.136,LMC,Low and Middle Income
LAO,1996,782.683156535545,2.36982989311218,-17.8151444196701,0.149,LMC,Low and Middle Income
LAO,1997,819.205851313643,2.52199006080627,,0.154,LMC,Low and Middle Income
LAO,1998,836.088098507116,2.00583004951477,-16.8783031702042,0.156,LMC,Low and Middle Income
LAO,1999,881.634129609675,2.30977010726929,,0.158,LMC,Low and Middle Income
LAO,2000,917.228038617529,2.64691996574402,-17.9724134206772,0.177,LMC,Low and Middle Income
LAO,2001,954.123505414634,3.04713988304138,,0.192,LMC,Low and Middle Income
LAO,2002,994.492241963795,4.05916023254395,-21.296774983406,0.208,LMC,Low and Middle Income
LAO,2003,1038.71192767783,4.79725980758667,-23.4635828733444,0.214,LMC,Low and Middle Income
LAO,2004,1088.76034728831,5.579430103302,-21.4141856431962,0.222,LMC,Low and Middle Income
LAO,2005,1148.68153852071,7.60128021240234,-19.9491626024246,0.228,LMC,Low and Middle Income
LAO,2006,1228.08927619923,8.78625965118408,-17.2520815134048,0.295,LMC,Low and Middle Income
LAO,2007,1301.08597549864,11.2626600265503,-16.2605566382408,0.303,LMC,Low and Middle Income
LAO,2008,1381.73754223953,13.0783004760742,-14.8610653877258,0.347,LMC,Low and Middle Income
LAO,2009,1463.3379666846,16.2123508453369,-17.8465662002564,0.427,LMC,Low and Middle Income
LAO,2010,1564.91068311647,16.6638298034668,-16.5640195012093,0.474,LMC,Low and Middle Income
LAO,2011,1666.40086189871,17.4954696423161,-17.0400995016098,0.482,LMC,Low and Middle Income
LAO,2012,1774.63585203672,17.330766926856,-14.5661991834641,0.511,LMC,Low and Middle Income
LAO,2013,1890.27861294875,18.9224448772621,-13.6604077219963,0.635,LMC,Low and Middle Income
LAO,2014,2006.31195444447,18.4954952643985,-12.8515594601631,0.654,LMC,Low and Middle Income
LAO,2015,2121.01339097363,18.1574846273063,-13.8961436748505,1.35,LMC,Low and Middle Income
LAO,2016,2234.76098741846,17.0880719461771,-13.7634047865868,2.375,LMC,Low and Middle Income
LAO,2017,2351.57441747595,15.4112577339384,-15.3175042867661,2.796,LMC,Low and Middle Income
LAO,2018,2459.97874636195,14.4969749098337,-14.6362701058388,2.873,LMC,Low and Middle Income
LAO,2019,2554.95638019245,13.7404020217342,-16.4225872755051,2.534,LMC,Low and Middle Income
LAO,2020,2529.74622698761,12.561911777868,-14.9205417633057,2.49,LMC,Low and Middle Income
LBN,1990,2752.72442253257,,,2.189,LMC,Low and Middle Income
LBN,1991,4031.19474543924,,,2.212,LMC,Low and Middle Income
LBN,1992,4595.5808332577,23.675479888916,,2.596,LMC,Low and Middle Income
LBN,1993,4992.69878232449,,,2.71,LMC,Low and Middle Income
LBN,1994,5301.41584672248,,,2.856,LMC,Low and Middle Income
LBN,1995,5542.2265103529,,,3.094,LMC,Low and Middle Income
LBN,1996,6054.52911921482,21.6194705963135,-4.81021761894226,3.161,LMC,Low and Middle Income
LBN,1997,6008.75855385657,,,3.675,LMC,Low and Middle Income
LBN,1998,6120.45672717024,,-7.03621721267701,3.895,LMC,Low and Middle Income
LBN,1999,5982.41788354308,28.0918598175049,,3.861,LMC,Low and Middle Income
LBN,2000,5958.97836750301,28.1094799041748,-2.82149781286716,3.572,LMC,Low and Middle Income
LBN,2001,6085.76041420146,31.8084697723389,,3.727,LMC,Low and Middle Income
LBN,2002,6207.24133893746,33.2399406433105,-4.73821350932121,3.639,LMC,Low and Middle Income
LBN,2003,6319.76518298647,33.0007705688477,-5.89613956212997,4.094,LMC,Low and Middle Income
LBN,2004,6633.75258002393,34.8977317810059,-3.43331640958786,3.742,LMC,Low and Middle Income
LBN,2005,6707.18024635316,36.9155197143555,-3.94798232614993,3.565,LMC,Low and Middle Income
LBN,2006,6696.37428200596,38.105541229248,-10.2197877168655,3.113,LMC,Low and Middle Income
LBN,2007,7179.34520092306,40.4916915893555,-11.1677892208099,2.838,LMC,Low and Middle Income
LBN,2008,7701.29823027979,41.7746200561523,-10.3048757910728,3.536,LMC,Low and Middle Income
LBN,2009,8375.48851252821,41.8963890075684,-10.4549444317818,4.198,LMC,Low and Middle Income
LBN,2010,8955.54336184707,42.1777031083244,-10.960736811161,3.967,LMC,Low and Middle Income
LBN,2011,8936.20027462737,45.5351218323996,-10.7818647027016,3.976,LMC,Low and Middle Income
LBN,2012,8920.8056984673,44.9326117621184,-11.9039951562881,4.265,LMC,Low and Middle Income
LBN,2013,8443.53856528784,48.3089213263461,-12.4392351508141,3.859,LMC,Low and Middle Income
LBN,2014,7830.4151113336,42.9353408813477,-12.2577873468399,3.78,LMC,Low and Middle Income
LBN,2015,7714.1099998804,39.2905242294107,-13.6682903766632,3.975,LMC,Low and Middle Income
LBN,2016,8019.1416913426,42.5074771456909,-13.7336955666542,4.181,LMC,Low and Middle Income
LBN,2017,8305.57405425721,44.1878772500135,-13.7134217023849,4.516,LMC,Low and Middle Income
LBN,2018,8388.7235123835,47.2296269060678,-13.2539700269699,4.313,LMC,Low and Middle Income
LBN,2019,8064.04873416236,50.1483937104215,-14.4397813081741,4.339,LMC,Low and Middle Income
LBN,2020,6440.82843092922,51.5677337643942,-15.3470040559769,4.155,LMC,Low and Middle Income
LCA,1990,8418.43121970586,,,1.302,UMC,Low and Middle Income
LCA,1991,8349.33748060159,,,1.339,UMC,Low and Middle Income
LCA,1992,8879.90075764079,,,1.5,UMC,Low and Middle Income
LCA,1993,8800.62691819002,5.70678997039795,,1.631,UMC,Low and Middle Income
LCA,1994,8808.68294405759,,,1.783,UMC,Low and Middle Income
LCA,1995,8822.50069854295,,,1.854,UMC,Low and Middle Income
LCA,1996,8945.86353079673,17.3051605224609,13.7553895711899,1.948,UMC,Low and Middle Income
LCA,1997,8759.56755308065,,,1.921,UMC,Low and Middle Income
LCA,1998,9183.3516374622,,14.9006389975548,2.084,UMC,Low and Middle Income
LCA,1999,9306.76032489833,,,2.151,UMC,Low and Middle Income
LCA,2000,9198.93894352203,,14.2751084566116,2.148,UMC,Low and Middle Income
LCA,2001,8795.54582090658,,,2.241,UMC,Low and Middle Income
LCA,2002,8755.45939353129,,14.1770787835121,2.199,UMC,Low and Middle Income
LCA,2003,9054.06778374517,,14.165830373764,2.316,UMC,Low and Middle Income
LCA,2004,9637.37801390276,13.3422899246216,13.6639897823334,2.432,UMC,Low and Middle Income
LCA,2005,9527.58469430542,12.7918500900269,14.0527079105377,2.369,UMC,Low and Middle Income
LCA,2006,10045.6504032593,9.52157974243164,14.8570984005928,2.484,UMC,Low and Middle Income
LCA,2007,10147.4432459936,8.46230983734131,14.4299932122231,2.512,UMC,Low and Middle Income
LCA,2008,10583.4310172598,15.7249202728272,15.5082456469536,2.518,UMC,Low and Middle Income
LCA,2009,10219.8024011561,17.469539642334,15.1318692564964,2.502,UMC,Low and Middle Income
LCA,2010,10191.3146827694,12.4684000015259,14.4999601244926,2.83,UMC,Low and Middle Income
LCA,2011,10576.8979743596,16.2693996429443,14.0541376471519,2.815,UMC,Low and Middle Income
LCA,2012,10517.2777635533,10.2734699249268,12.2552371621132,2.823,UMC,Low and Middle Income
LCA,2013,10279.4155096001,14.0192003250122,13.1106260418892,2.811,UMC,Low and Middle Income
LCA,2014,10369.9382566513,17.0831794738769,10.6447651386261,2.798,UMC,Low and Middle Income
LCA,2015,10334.9860823918,17.0301094055176,11.9764723181725,2.744,UMC,Low and Middle Income
LCA,2016,10644.1612913407,19.7992000579834,9.40595746040344,2.691,UMC,Low and Middle Income
LCA,2017,10960.4843512477,20.7471294403076,10.3460686802864,2.805,UMC,Low and Middle Income
LCA,2018,11233.8883578457,14.6563596725464,10.8283394575119,2.877,UMC,Low and Middle Income
LCA,2019,11077.9479823807,15.9467096328735,10.0803288221359,2.825,UMC,Low and Middle Income
LCA,2020,8512.8183987353,16.8199691772461,11.2984014749527,2.734,UMC,Low and Middle Income
LTU,1990,8333.35060476781,,,9.672,HIC,High Income
LTU,1991,7847.01714085874,,,10.218,HIC,High Income
LTU,1992,6185.53516623455,,,5.725,HIC,High Income
LTU,1993,5206.44260647022,,,4.434,HIC,High Income
LTU,1994,4730.69620782245,,,4.314,HIC,High Income
LTU,1995,4924.09667530707,,,4.151,HIC,High Income
LTU,1996,5211.10025197912,,7.64795500040054,4.373,HIC,High Income
LTU,1997,5685.44901491024,,,4.243,HIC,High Income
LTU,1998,6154.17245640636,,9.3889091014862,4.509,HIC,High Income
LTU,1999,6129.99843995634,,,3.818,HIC,High Income
LTU,2000,6384.30865426374,,3.71284309029579,3.383,HIC,High Income
LTU,2001,6854.52512826671,57.3476104736328,,3.626,HIC,High Income
LTU,2002,7374.0979710116,63.0700798034668,6.76421615481377,3.678,HIC,High Income
LTU,2003,8218.69336289848,69.6304168701172,8.24919927120209,3.707,HIC,High Income
LTU,2004,8851.92598922347,74.9013824462891,9.53290820121765,3.925,HIC,High Income
LTU,2005,9692.86853763267,79.7298126220703,9.81137144565583,4.173,HIC,High Income
LTU,2006,10577.2145522871,82.4531784057617,12.0117756128311,4.341,HIC,High Income
LTU,2007,11889.3545234657,82.5158309936523,11.6603025794029,4.789,HIC,High Income
LTU,2008,12324.5197331387,85.7450866699219,11.628299176693,4.664,HIC,High Income
LTU,2009,10612.9204044582,89.2521667480469,12.2751663327217,4.056,HIC,High Income
LTU,2010,10884.1161852582,86.5725708007812,13.1975430250168,4.455,HIC,High Income
LTU,2011,11836.7200384033,84.0555877685547,13.0565300583839,4.609,HIC,High Income
LTU,2012,12516.6184065667,79.7516326904297,14.3608176708221,4.703,HIC,High Income
LTU,2013,13145.8069309969,74.3968200683594,14.1097651124001,4.444,HIC,High Income
LTU,2014,13753.1895982305,72.034538269043,15.936694085598,4.379,HIC,High Income
LTU,2015,14269.8039878287,72.1163330078125,16.7048566937447,4.489,HIC,High Income
LTU,2016,14823.107153522,74.0858306884766,17.0248938202858,4.566,HIC,High Income
LTU,2017,15695.9993288456,76.5389785766602,16.4208760261536,4.693,HIC,High Income
LTU,2018,16604.9021440809,77.3577728271484,15.7757902741432,4.787,HIC,High Income
LTU,2019,17431.7239081591,75.0942306518555,16.8580515384674,4.883,HIC,High Income
LTU,2020,17443.65526328,73.5892868041992,16.2475024461746,4.829,HIC,High Income
LVA,1990,7622.69859894915,,,7.391,HIC,High Income
LVA,1991,6694.19920788241,,,6.765,HIC,High Income
LVA,1992,4607.11398959129,,,5.428,HIC,High Income
LVA,1993,4464.72137528124,,,4.65,HIC,High Income
LVA,1994,4639.50575611837,,,4.113,HIC,High Income
LVA,1995,4661.66840092451,,,3.674,HIC,High Income
LVA,1996,4822.90414861125,,2.27235229313373,3.748,HIC,High Income
LVA,1997,5317.97997604979,,,3.567,HIC,High Income
LVA,1998,5719.98918281481,,4.02064101397991,3.446,HIC,High Income
LVA,1999,5929.26767237825,,,3.228,HIC,High Income
LVA,2000,6336.38296707987,,2.53131853044033,2.99,HIC,High Income
LVA,2001,6833.4354323157,63.4917602539062,,3.206,HIC,High Income
LVA,2002,7443.22944659059,67.8093032836914,5.27373802661896,3.254,HIC,High Income
LVA,2003,8149.00183600084,71.0342407226562,9.89160996675492,3.375,HIC,High Income
LVA,2004,8957.23393555082,74.6085586547852,9.16038227081299,3.415,HIC,High Income
LVA,2005,10106.2626157732,75.4191970825195,9.61992454528809,3.487,HIC,High Income
LVA,2006,11507.4648265658,74.5965118408203,10.4871900081635,3.745,HIC,High Income
LVA,2007,12810.0409502542,73.0432968139648,12.1686818599701,3.925,HIC,High Income
LVA,2008,12506.6945041012,72.3635406494141,13.2145458459854,3.765,HIC,High Income
LVA,2009,10675.425174228,73.0548934936523,13.4285827875137,3.481,HIC,High Income
LVA,2010,10500.8666223014,69.0510406494141,12.8962688446045,4.078,HIC,High Income
LVA,2011,11018.5152421583,67.9534683227539,12.5828697681427,3.791,HIC,High Income
LVA,2012,11971.0107466522,66.6435470581055,13.2586751580238,3.696,HIC,High Income
LVA,2013,12353.5386135301,69.0765991210938,12.9551140666008,3.661,HIC,High Income
LVA,2014,12731.6771959342,70.8979415893555,14.804694712162,3.597,HIC,High Income
LVA,2015,13321.9753140616,74.2998809814453,13.1022413372993,3.672,HIC,High Income
LVA,2016,13787.3367440023,80.6048126220703,15.8477588295937,3.679,HIC,High Income
LVA,2017,14382.8612727134,88.0574264526367,15.3872985839844,3.714,HIC,High Income
LVA,2018,15120.0698171804,93.0244827270508,15.7746019363403,4.069,HIC,High Income
LVA,2019,15328.3859933295,94.8645324707031,16.7321561574936,3.988,HIC,High Income
LVA,2020,14900.7295718866,94.5108337402344,15.7612212300301,3.682,HIC,High Income
MAC,1990,31378.8304183133,,,2.567,HIC,High Income
MAC,1991,30982.3788289054,,,2.67,HIC,High Income
MAC,1992,33280.8531405232,,,2.628,HIC,High Income
MAC,1993,33812.6326064638,,,2.892,HIC,High Income
MAC,1994,34113.7531646476,,,3.024,HIC,High Income
MAC,1995,34162.0125862687,,,2.821,HIC,High Income
MAC,1996,33543.2536281767,,3.60287167131902,3.196,HIC,High Income
MAC,1997,33273.3263570517,,,3.293,HIC,High Income
MAC,1998,31376.4225649646,,3.42157047986985,3.414,HIC,High Income
MAC,1999,30270.8085696141,,,3.313,HIC,High Income
MAC,2000,31772.6302531656,,3.21977977454662,3.494,HIC,High Income
MAC,2001,32441.6760183581,50.4305801391602,,3.507,HIC,High Income
MAC,2002,34967.8914561813,66.0375518798828,11.7056822776794,3.045,HIC,High Income
MAC,2003,38581.6976189322,80.2272033691406,20.88356590271,3.031,HIC,High Income
MAC,2004,47665.9330386643,69.0725402832031,23.3088572025299,3.282,HIC,High Income
MAC,2005,49470.940295748,57.060718536377,12.2433736920357,3.395,HIC,High Income
MAC,2006,53240.2045750276,49.7756004333496,7.38826730847359,2.859,HIC,High Income
MAC,2007,58376.1176047275,46.4321784973145,5.25979429483414,2.61,HIC,High Income
MAC,2008,58146.3285846714,48.17041015625,7.7806616127491,2.106,HIC,High Income
MAC,2009,59528.8350159491,56.2147483825684,12.0030826926231,3.447,HIC,High Income
MAC,2010,74195.0577762344,63.4042461657596,12.1914299726486,2.194,HIC,High Income
MAC,2011,88168.9713699088,70.3462105845473,11.6648623347282,2.247,HIC,High Income
MAC,2012,93192.885853941,53.9347408829175,11.0050556063652,1.927,HIC,High Income
MAC,2013,99054.4980289716,61.8619153674833,10.8490744829178,1.652,HIC,High Income
MAC,2014,92383.8434915276,69.2981220657277,16.1539811491966,2.119,HIC,High Income
MAC,2015,69902.9605741233,76.1658415841584,15.2353004217148,2.85,HIC,High Income
MAC,2016,68391.3415491921,79.925,14.0443139672279,2.807,HIC,High Income
MAC,2017,75650.1261840452,81.2655086848635,13.9325676560402,2.981,HIC,High Income
MAC,2018,79178.6506290559,76.7935034802784,16.6104356646538,1.885,HIC,High Income
MAC,2019,75724.6078280261,80.0911214953271,15.0844863057137,1.807,HIC,High Income
MAC,2020,33853.7761550109,86.7956730769231,13.8920266032219,1.513,HIC,High Income
MAR,1990,1695.63647460938,10.6727600097656,,0.915,LMC,Low and Middle Income
MAR,1991,1786.76281738281,10.5482597351074,,0.955,LMC,Low and Middle Income
MAR,1992,1720.42248535156,10.2783403396606,,0.981,LMC,Low and Middle Income
MAR,1993,1680.71044921875,10.6426095962524,,1.046,LMC,Low and Middle Income
MAR,1994,1830.88061523438,10.7795495986938,,1.082,LMC,Low and Middle Income
MAR,1995,1705.4482421875,11.2644500732422,,1.089,LMC,Low and Middle Income
MAR,1996,1886.67224121094,,3.76093229651451,1.101,LMC,Low and Middle Income
MAR,1997,1828.96862792969,11.5530099868774,,1.102,LMC,Low and Middle Income
MAR,1998,1931.74047851563,9.10352039337158,2.19878444075584,1.118,LMC,Low and Middle Income
MAR,1999,1935.47875976563,9.54483032226562,,1.141,LMC,Low and Middle Income
MAR,2000,1957.14135742188,10.1461200714111,1.66943775862455,1.168,LMC,Low and Middle Income
MAR,2001,2078.96606445313,10.5071296691894,,1.277,LMC,Low and Middle Income
MAR,2002,2127.50708007813,10.6168403625488,-0.833183571696282,1.278,LMC,Low and Middle Income
MAR,2003,2229.576171875,11.0415000915527,-1.91948701441287,1.237,LMC,Low and Middle Income
MAR,2004,2301.08178710938,11.1358003616333,-0.833544868975878,1.41,LMC,Low and Middle Income
MAR,2005,2342.15478515625,11.69873046875,-4.58382728695869,1.471,LMC,Low and Middle Income
MAR,2006,2489.99291992188,12.1653699874878,-5.40911766886712,1.503,LMC,Low and Middle Income
MAR,2007,2540.615234375,11.6039199829102,-5.60406139492988,1.568,LMC,Low and Middle Income
MAR,2008,2648.58569335938,12.6373701095581,-6.55643671751023,1.625,LMC,Low and Middle Income
MAR,2009,2710.66650390625,13.0986795425415,-4.46785598993302,1.588,LMC,Low and Middle Income
MAR,2010,2767.04223632813,13.9896441158412,-3.63008099794388,1.674,LMC,Low and Middle Income
MAR,2011,2879.53930664063,15.8539977340994,-4.68323603272438,1.667,LMC,Low and Middle Income
MAR,2012,2927.45043945313,19.0472282489073,-4.96958866715431,1.707,LMC,Low and Middle Income
MAR,2013,3008.185546875,22.4068908691406,-5.85844445228577,1.675,LMC,Low and Middle Income
MAR,2014,3051.458984375,25.3112415031422,-2.22436927258968,1.672,LMC,Low and Middle Income
MAR,2015,3146.24780273438,28.5519130573154,-3.02106660604477,1.69,LMC,Low and Middle Income
MAR,2016,3124.42504882813,32.0952579243239,-4.59094816446304,1.669,LMC,Low and Middle Income
MAR,2017,3242.64428710938,33.4735433090703,-4.68132293224335,1.724,LMC,Low and Middle Income
MAR,2018,3304.7119140625,35.319186358341,-4.17069645226002,1.739,LMC,Low and Middle Income
MAR,2019,3364.73950195313,37.7212021382481,-4.0329772233963,1.898,LMC,Low and Middle Income
MAR,2020,3090.89428710938,39.6858047574445,-3.20016784965992,1.764,LMC,Low and Middle Income
MDG,1990,538.536275056569,3.23319005966186,,0.078,LIC,Low and Middle Income
MDG,1991,489.716098120013,3.00562000274658,,0.083,LIC,Low and Middle Income
MDG,1992,480.810932444988,,,0.078,LIC,Low and Middle Income
MDG,1993,476.159733326381,3.32564997673035,,0.078,LIC,Low and Middle Income
MDG,1994,461.397665709464,2.7063000202179,,0.085,LIC,Low and Middle Income
MDG,1995,454.537946632781,2.18760991096497,,0.085,LIC,Low and Middle Income
MDG,1996,449.6280870806,2.03707003593445,-6.85986968874931,0.086,LIC,Low and Middle Income
MDG,1997,451.303199370831,1.83174002170563,,0.102,LIC,Low and Middle Income
MDG,1998,453.886174768872,2.0486900806427,-6.30774918198586,0.105,LIC,Low and Middle Income
MDG,1999,460.034389996571,1.99398005008698,,0.11,LIC,Low and Middle Income
MDG,2000,465.529509827021,2.02373003959656,-3.28972363471986,0.118,LIC,Low and Middle Income
MDG,2001,478.40561494987,1.89465999603272,,0.103,LIC,Low and Middle Income
MDG,2002,406.70122213637,1.92859995365143,-3.56458745896816,0.07,LIC,Low and Middle Income
MDG,2003,433.601040301214,2.0998899936676,-4.19174988567829,0.094,LIC,Low and Middle Income
MDG,2004,443.278654985967,2.44068002700806,-4.66431811451911,0.097,LIC,Low and Middle Income
MDG,2005,450.955230911228,2.54628992080689,-5.99746796488761,0.091,LIC,Low and Middle Income
MDG,2006,461.540337897729,2.74632000923157,-7.62295436859131,0.085,LIC,Low and Middle Income
MDG,2007,473.785462328449,3.13453006744385,-6.61982846260071,0.085,LIC,Low and Middle Income
MDG,2008,490.963935389518,3.23572993278503,-7.74614781141281,0.085,LIC,Low and Middle Income
MDG,2009,457.789754866068,3.44889998435974,-12.4546666741371,0.079,LIC,Low and Middle Income
MDG,2010,447.417143030687,3.61032855425362,-14.933237195015,0.084,LIC,Low and Middle Income
MDG,2011,441.755158414121,3.99246757065153,-15.2144464254379,0.102,LIC,Low and Middle Income
MDG,2012,442.641500123543,4.04987583552392,-15.7731745243072,0.113,LIC,Low and Middle Income
MDG,2013,440.674658903628,4.186720053214,-15.6506391763687,0.127,LIC,Low and Middle Income
MDG,2014,443.343869908205,4.68533144082284,-12.5240223407745,0.12,LIC,Low and Middle Income
MDG,2015,445.320069480568,4.65904652237845,-11.9203754067421,0.123,LIC,Low and Middle Income
MDG,2016,451.15659433146,4.6583858057243,-14.1120803356171,0.125,LIC,Low and Middle Income
MDG,2017,456.851859574031,5.07525058069797,-14.8709598779678,0.142,LIC,Low and Middle Income
MDG,2018,459.330367799543,5.11877849200791,-14.1729930639267,0.131,LIC,Low and Middle Income
MDG,2019,467.27741349648,5.28586006164551,-17.178080022335,0.147,LIC,Low and Middle Income
