country,year,Rule_of_Law
SEN,2000,1.35979908704758
SEN,2001,
SEN,2002,1.5172794833779299
SEN,2003,-0.88451824709773097
SEN,2004,0.34314866177737602
SEN,2005,0.16687911283224799
SEN,2006,-3.7622057348489801
SEN,2007,-4.07667128741741
SEN,2008,-4.7672029137611398
SEN,2009,-6.2428147196769697
SEN,2010,-6.7575578987598401
SEN,2011,-7.7527776956558299
SEN,2012,-4.7934402525424904
SEN,2013,-4.0158547013997996
SEN,2014,-1.28558729588985
SEN,2015,-2.6528230160474799
SEN,2016,-2.04721689969301
SEN,2017,-2.83713427186012
SEN,2018,-3.7562356591224701
SEN,2019,-3.5929516851902101
SEN,2020,-5.3360232412815103
SGP,1990,
SGP,1991,
SGP,1992,
SGP,1993,
SGP,1994,
SGP,1995,
SGP,1996,21.068868279457099
SGP,1997,
SGP,1998,21.040988922119102
SGP,1999,
SGP,2000,21.635224342346199
SGP,2001,
SGP,2002,23.413046598434502
SGP,2003,26.131564617156901
SGP,2004,27.847639679908799
SGP,2005,28.829851508140599
SGP,2006,26.756277441978501
SGP,2007,27.127307772636399
SGP,2008,27.113178610801601
SGP,2009,26.5003373622894
SGP,2010,27.520409345626799
SGP,2011,28.232809305191001
SGP,2012,29.309327006339998
SGP,2013,28.852622032165598
SGP,2014,30.951243281364398
SGP,2015,30.326473236083999
SGP,2016,30.451723575592101
SGP,2017,30.437629222869901
SGP,2018,30.744963288307201
SGP,2019,31.341580867767401
SGP,2020,31.308138132095301
SLB,1990,
SLB,1991,
SLB,1992,
SLB,1993,
SLB,1994,
SLB,1995,
SLB,1996,12.5718078017235
SLB,1997,
SLB,1998,12.433577299117999
SLB,1999,
SLB,2000,9.7134025692939794
SLB,2001,
SLB,2002,2.3935267776250901
SLB,2003,3.5721675455570199
SLB,2004,-13.416593670845
SLB,2005,-13.8417807221413
SLB,2006,-10.262405216693899
SLB,2007,-13.2860934734344
SLB,2008,-10.7669877409935
SLB,2009,-11.478998601436601
SLB,2010,-11.013691782951399
SLB,2011,-8.8177845478057897
SLB,2012,-8.9776759147644096
SLB,2013,-8.7189614176750201
SLB,2014,-8.3327102959156107
SLB,2015,-8.2802944183349592
SLB,2016,-5.04722079634666
SLB,2017,-3.1774805933237098
SLB,2018,-3.3584356755018199
SLB,2019,-1.8183557763695699
SLB,2020,-0.58214119076728899
SLE,1990,
SLE,1991,
SLE,1992,
SLE,1993,
SLE,1994,
SLE,1995,
SLE,1996,-23.493853569030701
SLE,1997,
SLE,1998,-22.3438893556594
SLE,1999,
SLE,2000,-21.908629298210101
SLE,2001,
SLE,2002,-22.8537551164627
SLE,2003,-20.309993267059401
SLE,2004,-19.555459141731198
SLE,2005,-19.567265868186901
SLE,2006,-16.872631847858401
SLE,2007,-16.9013897180557
SLE,2008,-16.057075023651102
SLE,2009,-15.5487909913063
SLE,2010,-16.101376593112899
SLE,2011,-14.663100063800799
SLE,2012,-14.7495408654213
SLE,2013,-14.752698004245801
SLE,2014,-15.905235469341299
SLE,2015,-14.939127624034899
SLE,2016,-13.610305488109599
SLE,2017,-13.6715725064278
SLE,2018,-13.5060439705849
SLE,2019,-13.612129151821099
SLE,2020,-13.426536619663199
SLV,1990,
SLV,1991,
SLV,1992,
SLV,1993,
SLV,1994,
SLV,1995,
SLV,1996,-14.793841421604199
SLV,1997,
SLV,1998,-11.7429263591766
SLV,1999,
SLV,2000,-13.658705532550799
SLV,2001,
SLV,2002,-9.6308578252792305
SLV,2003,-8.7865390777587908
SLV,2004,-8.3454369604587608
SLV,2005,-8.5885443687439
SLV,2006,-11.759606957435601
SLV,2007,-12.289912581443801
SLV,2008,-11.8038041591644
SLV,2009,-13.316467523574801
SLV,2010,-14.717748224735301
SLV,2011,-12.7790598273277
SLV,2012,-12.3862571716309
SLV,2013,-10.8294725418091
SLV,2014,-7.9759247601032399
SLV,2015,-10.4244424104691
SLV,2016,-12.8384984135628
SLV,2017,-14.7958461046219
SLV,2018,-15.768920540809599
SLV,2019,-14.6657777428627
SLV,2020,-13.1220484972
SMR,1990,
SMR,1991,
SMR,1992,
SMR,1993,
SMR,1994,
SMR,1995,
SMR,1996,13.7553895711899
SMR,1997,
SMR,1998,14.9006389975548
SMR,1999,
SMR,2000,14.2751084566116
SMR,2001,
SMR,2002,14.177078783512099
SMR,2003,14.165830373764001
SMR,2004,14.047617197036701
SMR,2005,13.2007895708084
SMR,2006,16.733219861984299
SMR,2007,14.9067034721374
SMR,2008,15.3336445093155
SMR,2009,16.0455732941628
SMR,2010,15.0000224113464
SMR,2011,15.973337650299101
SMR,2012,15.756971180439001
SMR,2013,15.796005845069899
SMR,2014,
SMR,2015,21.183266043663
SMR,2016,21.183735847473098
SMR,2017,21.493478417396599
SMR,2018,21.511936783790599
SMR,2019,21.144898176193301
SMR,2020,22.6202198266983
SOM,1990,
SOM,1991,
SOM,1992,
SOM,1993,
SOM,1994,
SOM,1995,
SOM,1996,-36.459175348281804
SOM,1997,
SOM,1998,-36.314604759216301
SOM,1999,
SOM,2000,-37.237377643585098
SOM,2001,
SOM,2002,-32.931300759315398
SOM,2003,-34.820841073989897
SOM,2004,-38.907285690307603
SOM,2005,-37.730690479278501
SOM,2006,-39.9578695297241
SOM,2007,-41.126909732818604
SOM,2008,-44.044909954071102
SOM,2009,-41.655042886734002
SOM,2010,-40.906481027603199
SOM,2011,-39.750735044479399
SOM,2012,-41.109469175338702
SOM,2013,-40.907983064651503
SOM,2014,-40.0448415279389
SOM,2015,-39.328920364379897
SOM,2016,-39.367797374725299
SOM,2017,-38.936969280242998
SOM,2018,-39.061955690383897
SOM,2019,-40.440364360809298
SOM,2020,-39.2990307807923
SRB,1990,
SRB,1991,
SRB,1992,
SRB,1993,
SRB,1994,
SRB,1995,
SRB,1996,-21.4623832702637
SRB,1997,
SRB,1998,-21.494400858879001
SRB,1999,
SRB,2000,-21.725781083107101
SRB,2001,
SRB,2002,-15.3615289330482
SRB,2003,-15.381973862648
SRB,2004,-12.552173495292701
SRB,2005,-16.1279133558273
SRB,2006,-9.1281245350837708
SRB,2007,-7.89261019229889
SRB,2008,-8.3597444593906403
SRB,2009,-8.0657967925071699
SRB,2010,-7.3102463483810398
SRB,2011,-5.5258387923240697
SRB,2012,-5.6582079827785501
SRB,2013,-5.0780012607574401
SRB,2014,-1.6090210974216499
SRB,2015,-1.2266741320490799
SRB,2016,-2.10561370104551
SRB,2017,-2.9989412873983401
SRB,2018,-2.8357758373022102
SRB,2019,-2.3808420449495298
SRB,2020,-2.02185589820147
SSD,1990,
SSD,1991,
SSD,1992,
SSD,1993,
SSD,1994,
SSD,1995,
SSD,1996,
SSD,1997,
SSD,1998,
SSD,1999,
SSD,2000,
SSD,2001,
SSD,2002,
SSD,2003,
SSD,2004,
SSD,2005,
SSD,2006,
SSD,2007,
SSD,2008,
SSD,2009,
SSD,2010,
SSD,2011,-21.649096131324701
SSD,2012,-24.083948731422399
SSD,2013,-26.106880068778899
SSD,2014,-31.4667117595673
SSD,2015,-32.183348774909902
SSD,2016,-33.588444948196397
SSD,2017,-33.4314011335373
SSD,2018,-33.733069896697998
SSD,2019,-34.089336752891597
SSD,2020,-33.429625630378702
STP,1990,
STP,1991,
STP,1992,
STP,1993,
STP,1994,
STP,1995,
STP,1996,4.5694513916969397
STP,1997,
STP,1998,4.4663132727146104
STP,1999,
STP,2000,3.5196422040462498
STP,2001,
STP,2002,-3.3970909267664
STP,2003,-3.7092396169900801
STP,2004,-3.9360712319612601
STP,2005,-9.0723100900650007
STP,2006,-8.6835139393806404
STP,2007,-7.7757801413536098
STP,2008,-8.4115924239158595
STP,2009,-11.875712513923601
STP,2010,-11.613352298736601
STP,2011,-11.3809902071953
STP,2012,-12.688667237758599
STP,2013,-13.0957288742065
STP,2014,-13.4449132084846
STP,2015,-13.108166098594699
STP,2016,-11.6460698246956
STP,2017,-12.302422940731001
STP,2018,-12.086594879627199
STP,2019,-11.7145962119102
STP,2020,-11.9194165468216
SUR,1990,
SUR,1991,
SUR,1992,
SUR,1993,
SUR,1994,
SUR,1995,
SUR,1996,-1.3768742308020601
SUR,1997,
SUR,1998,-0.070286562200635699
SUR,1999,
SUR,2000,-0.653232131153345
SUR,2001,
SUR,2002,-2.1745539009571102
SUR,2003,-0.89886374399066005
SUR,2004,-3.0558694899082099
SUR,2005,-2.3096087872981999
SUR,2006,-3.8471932411193901
SUR,2007,-4.1939461678266499
SUR,2008,-3.9802104234695399
SUR,2009,-2.11901798099279
SUR,2010,-0.98193767294287704
SUR,2011,-0.81201934069395099
SUR,2012,-1.04677023738623
SUR,2013,-0.83162986114621196
SUR,2014,-2.3131968975067099
SUR,2015,-3.6178554445505098
SUR,2016,-2.9214840382337601
SUR,2017,-2.8763672858476599
SUR,2018,-1.43567533046007
SUR,2019,-1.36082018911839
SUR,2020,-2.1823071613907801
SVK,1990,
SVK,1991,
SVK,1992,
SVK,1993,
SVK,1994,
SVK,1995,
SVK,1996,2.7125799506902601
SVK,1997,
SVK,1998,2.87013418972492
SVK,1999,
SVK,2000,5.0990917980670902
SVK,2001,
SVK,2002,4.8567321896553004
SVK,2003,5.6404056847095498
SVK,2004,7.8894609212875402
SVK,2005,8.3397002816200292
SVK,2006,8.3026912808418292
SVK,2007,7.2866891324520102
SVK,2008,8.9752521514892596
SVK,2009,9.0782438516616804
SVK,2010,9.5715850591659493
SVK,2011,10.1618312001228
SVK,2012,8.2604998648166799
SVK,2013,7.8825027048587799
SVK,2014,8.2464959323406308
SVK,2015,7.9978642761707297
SVK,2016,10.219019532203699
SVK,2017,8.7874549031257594
SVK,2018,8.1070318222045898
SVK,2019,8.5688399076461792
SVK,2020,11.1896883845329
SVN,1990,
SVN,1991,
SVN,1992,
SVN,1993,
SVN,1994,
SVN,1995,
SVN,1996,18.168290376663201
SVN,1997,
SVN,1998,20.011773109436
SVN,1999,
SVN,2000,16.439526021480599
SVN,2001,
SVN,2002,15.012533366680101
SVN,2003,14.4397926330566
SVN,2004,15.533546209335301
SVN,2005,15.0202069282532
SVN,2006,15.2972981929779
SVN,2007,16.075598776340499
SVN,2008,17.133444786071799
SVN,2009,18.171374797821102
SVN,2010,17.033699631691
SVN,2011,17.768527507781901
SVN,2012,17.154139995574901
SVN,2013,16.904859662056001
SVN,2014,16.994106054305998
SVN,2015,16.147374093532601
SVN,2016,17.935344815254201
SVN,2017,16.950519502162901
SVN,2018,17.4939734935761
SVN,2019,18.5238018035888
SVN,2020,17.725249409675602
SWE,1990,
SWE,1991,
SWE,1992,
SWE,1993,
SWE,1994,
SWE,1995,
SWE,1996,30.529641151428201
SWE,1997,
SWE,1998,29.774407863616901
SWE,1999,
SWE,2000,30.6031768321991
SWE,2001,
SWE,2002,31.3219604492188
SWE,2003,32.074087023735103
SWE,2004,31.8335589170457
SWE,2005,30.5617722272873
SWE,2006,31.469998478889501
SWE,2007,32.161072969436702
SWE,2008,32.625665426254201
SWE,2009,33.290787816047697
SWE,2010,32.8152499198914
SWE,2011,32.606621861457803
SWE,2012,32.780719399452202
SWE,2013,33.159703135490403
SWE,2014,33.5777397155762
SWE,2015,33.922364234924302
SWE,2016,33.281751275062597
SWE,2017,31.014110088348399
SWE,2018,30.425748229026699
SWE,2019,30.560319185257001
SWE,2020,30.131615996360701
SWZ,1990,
SWZ,1991,
SWZ,1992,
SWZ,1993,
SWZ,1994,
SWZ,1995,
SWZ,1996,-8.0584216415882093
SWZ,1997,
SWZ,1998,-11.2626605033874
SWZ,1999,
SWZ,2000,-12.1626690626144
SWZ,2001,
SWZ,2002,-13.294442892074599
SWZ,2003,-10.4361339211464
SWZ,2004,-13.6126195788384
SWZ,2005,-14.9432179927826
SWZ,2006,-10.176826715469399
SWZ,2007,-11.808610141277301
SWZ,2008,-9.0392650365829397
SWZ,2009,-8.1656093299388992
SWZ,2010,-8.0012975335121101
SWZ,2011,-9.0727650523185801
SWZ,2012,-9.10133343935013
SWZ,2013,-8.3791295886039805
SWZ,2014,-5.2882383167743701
SWZ,2015,-5.3621610105037698
SWZ,2016,-6.4078531861305299
SWZ,2017,-4.6254329979419699
SWZ,2018,-4.6447489857673698
SWZ,2019,-8.0887227058410591
SWZ,2020,-8.4732523262500798
SXM,1990,
SXM,1991,
SXM,1992,
SXM,1993,
SXM,1994,
SXM,1995,
SXM,1996,
SXM,1997,
SXM,1998,
SXM,1999,
SXM,2000,
SXM,2001,
SXM,2002,
SXM,2003,
SXM,2004,
SXM,2005,
SXM,2006,
SXM,2007,
SXM,2008,
SXM,2009,
SXM,2010,
SXM,2011,
SXM,2012,
SXM,2013,
SXM,2014,
SXM,2015,
SXM,2016,
SXM,2017,
SXM,2018,
SXM,2019,
SXM,2020,
SYC,1990,
SYC,1991,
SYC,1992,
SYC,1993,
SYC,1994,
SYC,1995,
SYC,1996,10.193202316761001
SYC,1997,
SYC,1998,10.549578607082401
SYC,1999,
SYC,2000,12.3322889208794
SYC,2001,
SYC,2002,11.4849435091019
SYC,2003,13.0012759566307
SYC,2004,8.6838462948799204
SYC,2005,6.8222066164016804
SYC,2006,2.9115415811538798
SYC,2007,5.3161006867885501
SYC,2008,6.1306264996528599
SYC,2009,2.0020382180810099
SYC,2010,1.01980859413743
SYC,2011,-0.0176012730225922
SYC,2012,0.98923530802130699
SYC,2013,2.8414908796548901
SYC,2014,4.2498551011085501
SYC,2015,5.8107142150401998
SYC,2016,4.9459602534770903
SYC,2017,2.9449895769357601
SYC,2018,4.8495338559150696
SYC,2019,4.3489031791687003
SYC,2020,4.1492605507373801
SYR,1990,
SYR,1991,
SYR,1992,
SYR,1993,
SYR,1994,
SYR,1995,
SYR,1996,-9.2846528291702306
SYR,1997,
SYR,1998,-9.1304297447204608
SYR,1999,
SYR,2000,-8.6029461026191694
SYR,2001,
SYR,2002,-9.5239244699478203
SYR,2003,-8.2120534777641296
SYR,2004,-8.0997619032859802
SYR,2005,-10.1048190593719
SYR,2006,-15.820121765136699
SYR,2007,-14.189325273036999
SYR,2008,-12.2738744020462
SYR,2009,-9.8470976352691597
SYR,2010,-10.0831693410873
SYR,2011,-13.2390955686569
SYR,2012,-19.183551311492899
SYR,2013,-23.9092051982879
SYR,2014,-23.084987878799399
SYR,2015,-24.370273709297201
SYR,2016,-33.866929769515998
SYR,2017,-35.6290285587311
SYR,2018,-34.900793552398703
SYR,2019,-35.453766345977797
SYR,2020,-35.444285631179802
TCA,1990,
TCA,1991,
TCA,1992,
TCA,1993,
TCA,1994,
TCA,1995,
TCA,1996,
TCA,1997,
TCA,1998,
TCA,1999,
TCA,2000,
TCA,2001,
TCA,2002,
TCA,2003,
TCA,2004,
TCA,2005,
TCA,2006,
TCA,2007,
TCA,2008,
TCA,2009,
TCA,2010,
TCA,2011,
TCA,2012,
TCA,2013,
TCA,2014,
TCA,2015,
TCA,2016,
TCA,2017,
TCA,2018,
TCA,2019,
TCA,2020,
TCD,1990,
TCD,1991,
TCD,1992,
TCD,1993,
TCD,1994,
TCD,1995,
TCD,1996,-21.353893518447901
TCD,1997,
TCD,1998,-20.2398662567138
TCD,1999,
TCD,2000,-19.2269095182419
TCD,2001,
TCD,2002,-18.853167653083901
TCD,2003,-25.8111941814423
TCD,2004,-22.661562442779498
TCD,2005,-25.5635488033294
TCD,2006,-26.4009752273559
TCD,2007,-26.2357803583145
TCD,2008,-27.638144254684502
TCD,2009,-25.954271197318999
TCD,2010,-25.7305169105529
TCD,2011,-25.238099813461201
TCD,2012,-24.886370420455901
TCD,2013,-23.7632317543029
TCD,2014,-19.5592088699341
TCD,2015,-20.552603602409398
TCD,2016,-23.901310324668898
TCD,2017,-22.4077725410461
TCD,2018,-22.598865389823899
TCD,2019,-22.2971286773681
TCD,2020,-22.5910193920136
TGO,1990,
TGO,1991,
TGO,1992,
TGO,1993,
TGO,1994,
TGO,1995,
TGO,1996,-12.4312437176704
TGO,1997,
TGO,1998,-12.9137468934059
TGO,1999,
TGO,2000,-11.033746600151099
TGO,2001,
TGO,2002,-14.1102479696274
TGO,2003,-16.250710606575002
TGO,2004,-18.7457580566406
TGO,2005,-18.095241069793701
TGO,2006,-16.128748297691299
TGO,2007,-15.8152002692223
TGO,2008,-14.167527616024
TGO,2009,-15.2341749668121
TGO,2010,-15.9048622846603
TGO,2011,-15.1964566707611
TGO,2012,-16.1170206069946
TGO,2013,-16.7319915294647
TGO,2014,-14.5934497117996
TGO,2015,-13.8662019371986
TGO,2016,-11.044498145580301
TGO,2017,-12.3942910432816
TGO,2018,-10.475844085216499
TGO,2019,-9.9928790926933306
TGO,2020,-11.3898708820343
THA,1990,
THA,1991,
THA,1992,
THA,1993,
THA,1994,
THA,1995,
THA,1996,9.1736896634101903
THA,1997,
THA,1998,8.6587017774581891
THA,1999,
THA,2000,9.8433069586753899
THA,2001,
THA,2002,6.5776907503604898
THA,2003,2.6130896359681999
THA,2004,1.0605839528143399
THA,2005,-0.128470275085419
THA,2006,-1.17903620004654
THA,2007,-2.33648829162121
THA,2008,-2.7155871093273101
THA,2009,-4.4208950698375702
THA,2010,-3.97158463299274
THA,2011,-3.90579293668271
THA,2012,-2.9302748292684599
THA,2013,-2.3650949597358699
THA,2014,-3.7453357726335499
THA,2015,-3.13803331553936
THA,2016,-0.42527916654944398
THA,2017,0.29532456677406999
THA,2018,-0.0061445427127184002
THA,2019,1.57157772034407
THA,2020,1.92326297610998
TJK,1990,
TJK,1991,
TJK,1992,
TJK,1993,
TJK,1994,
TJK,1995,
TJK,1996,-28.0186750888825
TJK,1997,
TJK,1998,-26.071598768234299
TJK,1999,
TJK,2000,-23.488728404045101
TJK,2001,
TJK,2002,-18.4201915264129
TJK,2003,-18.131826519966101
TJK,2004,-20.113332033157299
TJK,2005,-18.704120397567699
TJK,2006,-20.096959471702601
TJK,2007,-22.032800555229201
TJK,2008,-22.024343729019101
TJK,2009,-21.631916999816902
TJK,2010,-20.619227766990701
TJK,2011,-20.950788855552599
TJK,2012,-20.529538393020601
TJK,2013,-21.475842714309699
TJK,2014,-17.202743887901299
TJK,2015,-18.233209609985401
TJK,2016,-19.798187732696501
TJK,2017,-23.352435469627402
TJK,2018,-22.1260262727738
TJK,2019,-21.261066794395401
TJK,2020,-21.169726371765101
TKM,1990,
TKM,1991,
TKM,1992,
TKM,1993,
TKM,1994,
TKM,1995,
TKM,1996,-25.2856489419936
TKM,1997,
TKM,1998,-23.978523135185199
TKM,1999,
TKM,2000,-23.287590503692702
TKM,2001,
TKM,2002,-24.207659959793101
TKM,2003,-22.422398209571799
TKM,2004,-27.677149415016199
TKM,2005,-27.394199371337901
TKM,2006,-27.897711873054501
TKM,2007,-26.621172904968201
TKM,2008,-24.8196156024933
TKM,2009,-24.7129760980607
TKM,2010,-25.0463752746581
TKM,2011,-24.3660070896149
TKM,2012,-23.472049832344101
TKM,2013,-23.1484099626541
TKM,2014,-22.856826782226499
TKM,2015,-24.0851825475692
TKM,2016,-25.268126845359799
TKM,2017,-25.137772679328901
TKM,2018,-24.859640598297201
TKM,2019,-23.920501232147199
TKM,2020,-23.743931889534
TLS,1990,
TLS,1991,
TLS,1992,
TLS,1993,
TLS,1994,
TLS,1995,
TLS,1996,-26.665783524513301
TLS,1997,
TLS,1998,-26.6709755659103
TLS,1999,
TLS,2000,4.6602624654769897
TLS,2001,
TLS,2002,-14.238095402717599
TLS,2003,-7.3070803582668296
TLS,2004,-10.0709927678108
TLS,2005,-8.6545969843864405
TLS,2006,-18.876967549324
TLS,2007,-20.459046602249199
TLS,2008,-17.861976146698002
TLS,2009,-20.450413465499899
TLS,2010,-20.1476984024047
TLS,2011,-20.1750103235245
TLS,2012,-19.444032907485902
TLS,2013,-20.617387771606499
TLS,2014,-18.9143710136414
TLS,2015,-19.204999804496801
TLS,2016,-19.944118499755898
TLS,2017,-19.933253765106201
TLS,2018,-19.3157527446747
TLS,2019,-19.135370254516602
TLS,2020,-20.280872583389201
TON,1990,
TON,1991,
TON,1992,
TON,1993,
TON,1994,
TON,1995,
TON,1996,13.7553895711899
TON,1997,
TON,1998,14.9006389975548
TON,1999,
TON,2000,14.2751084566116
TON,2001,
TON,2002,14.177078783512099
TON,2003,-2.9656225591898
TON,2004,0.24020265415310799
TON,2005,9.5103039741516096
TON,2006,10.525958061218301
TON,2007,8.5627645254135096
TON,2008,1.8176774308085399
TON,2009,-1.2010358795523599
TON,2010,1.69798271358013
TON,2011,0.18208273034542799
TON,2012,-0.39139837771654201
TON,2013,0.30271666869521102
TON,2014,-2.7170405387878498
TON,2015,-3.7590269744396201
TON,2016,5.1906147301197096
TON,2017,5.2678116261958996
TON,2018,7.29352515935898
TON,2019,8.4868174195289594
TON,2020,8.4419995248317701
TTO,1990,
TTO,1991,
TTO,1992,
TTO,1993,
TTO,1994,
TTO,1995,
TTO,1996,9.0830174088478106
TTO,1997,
TTO,1998,10.106718957424199
TTO,1999,
TTO,2000,7.0321271121501896
TTO,2001,
TTO,2002,7.3954631090164202
TTO,2003,3.9815502315759601
TTO,2004,0.61367961019277495
TTO,2005,-0.13301290757954101
TTO,2006,-3.85633200407029
TTO,2007,-2.5753715932369201
TTO,2008,-3.82643799483776
TTO,2009,-3.5300419926643398
TTO,2010,-3.3758617192506799
TTO,2011,-3.04864050447941
TTO,2012,-2.8341569602489498
TTO,2013,-3.4763250946998601
TTO,2014,-1.8048369809985101
TTO,2015,-2.5872444659471499
TTO,2016,-3.51962991058826
TTO,2017,-2.18504093587398
TTO,2018,-2.8174556195735998
TTO,2019,-2.8296815752983102
TTO,2020,-2.84828957915306
TUN,1990,
TUN,1991,
TUN,1992,
TUN,1993,
TUN,1994,
TUN,1995,
TUN,1996,-5.1578518450260198
TUN,1997,
TUN,1998,-5.4307415485382098
TUN,1999,
TUN,2000,-4.7678671181201899
TUN,2001,
TUN,2002,-2.83503825962543
TUN,2003,-3.2397745549678798
TUN,2004,0.79380077496170998
TUN,2005,-0.616566441953182
TUN,2006,1.9203014373779299
TUN,2007,1.3740925267338799
TUN,2008,1.35266623646021
TUN,2009,2.0398691147565802
TUN,2010,0.66050658747553903
TUN,2011,-3.2785529941320299
TUN,2012,-2.7854392677545499
TUN,2013,-3.0387704372406001
TUN,2014,-1.1679553240537599
TUN,2015,-0.72851040028035696
TUN,2016,0.42460360936820501
TUN,2017,1.65194684267044
TUN,2018,0.97063529863953601
TUN,2019,1.54750811308622
TUN,2020,2.5101218819618198
TUR,1990,
TUR,1991,
TUR,1992,
TUR,1993,
TUR,1994,
TUR,1995,
TUR,1996,-2.3595112562179601
TUR,1997,
TUR,1998,-1.6916796118021
TUR,1999,
TUR,2000,-1.2060855552554099
TUR,2001,
TUR,2002,-1.39711447805166
TUR,2003,1.75167294591666
TUR,2004,1.4398877695202801
TUR,2005,1.99696536362171
TUR,2006,-0.057363471481949098
TUR,2007,-0.60870054736733503
TUR,2008,0.38835968077182897
TUR,2009,0.83144535496830996
TUR,2010,0.84966208413243305
TUR,2011,0.26278120093047602
TUR,2012,-0.62234542518854197
TUR,2013,-0.077460158616304398
TUR,2014,-1.2903375849127801
TUR,2015,-3.8909363746643102
TUR,2016,-5.76481238007546
TUR,2017,-5.3514937758445704
TUR,2018,-6.5841998159885398
TUR,2019,-5.8527981638908404
TUR,2020,-7.0993728339672098
TUV,1990,
TUV,1991,
TUV,1992,
TUV,1993,
TUV,1994,
TUV,1995,
TUV,1996,13.7553895711899
TUV,1997,
TUV,1998,14.9006389975548
TUV,1999,
TUV,2000,14.2751084566116
TUV,2001,
TUV,2002,14.177078783512099
TUV,2003,14.165830373764001
TUV,2004,12.969263434410101
TUV,2005,21.446839570999199
TUV,2006,18.350111126899801
TUV,2007,16.847112417221101
TUV,2008,16.625028014182998
TUV,2009,17.2776181697845
TUV,2010,16.878869593143499
TUV,2011,16.8846949338913
TUV,2012,9.5158222913742101
TUV,2013,10.052695393562299
TUV,2014,8.6236705780029297
TUV,2015,7.5849929451942497
TUV,2016,9.6312770843505806
TUV,2017,10.8284326195717
TUV,2018,10.573400616645801
TUV,2019,9.5742993354797292
TUV,2020,11.120373904705
TZA,1990,
TZA,1991,
TZA,1992,
TZA,1993,
TZA,1994,
TZA,1995,
TZA,1996,-3.1660491377115201
TZA,1997,
TZA,1998,-2.8268917500972699
TZA,1999,
TZA,2000,-5.7292069196700997
TZA,2001,
TZA,2002,-5.8055235445499402
TZA,2003,-5.24915486574172
TZA,2004,-6.6243162751197797
TZA,2005,-4.8671644032001504
TZA,2006,-7.5593082904815603
TZA,2007,-6.4409588873386401
TZA,2008,-6.0391770601272503
TZA,2009,-8.1622791886329598
TZA,2010,-8.2678897082805598
TZA,2011,-8.7531930804252607
TZA,2012,-9.1397681236267108
TZA,2013,-8.1135903596878105
TZA,2014,-6.8153064250946098
TZA,2015,-6.6836151778698003
TZA,2016,-6.6835517585277602
TZA,2017,-7.9352200627327001
TZA,2018,-9.6872687339782697
TZA,2019,-9.6493948698043805
TZA,2020,-10.3840205073357
UGA,1990,
UGA,1991,
UGA,1992,
UGA,1993,
UGA,1994,
UGA,1995,
UGA,1996,-9.8666356801986694
UGA,1997,
UGA,1998,-10.9880771040916
UGA,1999,
UGA,2000,-14.722871363163
UGA,2001,
UGA,2002,-11.864319205284099
UGA,2003,-9.1908394098281807
UGA,2004,-11.797760963439901
UGA,2005,-9.2165138721465993
UGA,2006,-5.5322533547878301
UGA,2007,-6.0802741348743403
UGA,2008,-5.8629977405071303
UGA,2009,-6.9956166446208998
UGA,2010,-6.7467826902866399
UGA,2011,-6.1147063672542599
UGA,2012,-6.0567569434642801
UGA,2013,-5.8892531991004997
UGA,2014,-6.7086793184280404
UGA,2015,-7.0113670527935001
UGA,2016,-4.5557001531124097
UGA,2017,-5.3797595500946098
UGA,2018,-5.4146042168140402
UGA,2019,-5.8179281651973698
UGA,2020,-5.85840672254563
UKR,1990,
UKR,1991,
UKR,1992,
UKR,1993,
UKR,1994,
UKR,1995,
UKR,1996,-14.0002930164337
UKR,1997,
UKR,1998,-16.698765337467201
UKR,1999,
UKR,2000,-18.593241333961402
UKR,2001,
UKR,2002,-14.3479236960411
UKR,2003,-13.994698703289
UKR,2004,-13.176497220992999
UKR,2005,-13.677259683609
UKR,2006,-13.963295161724099
UKR,2007,-12.688118040561699
UKR,2008,-11.951264619827301
UKR,2009,-13.3743824958801
UKR,2010,-14.3507061600685
UKR,2011,-14.469401657581299
UKR,2012,-13.8947630524635
UKR,2013,-14.361092507839199
UKR,2014,-14.1023866534233
UKR,2015,-14.788287878036501
UKR,2016,-13.839541316032401
UKR,2017,-12.793693125248
UKR,2018,-12.873069822788199
UKR,2019,-12.604004204273201
UKR,2020,-12.046547830104799
URY,1990,
URY,1991,
URY,1992,
URY,1993,
URY,1994,
URY,1995,
URY,1996,9.5501045584678703
URY,1997,
URY,1998,10.4963500499725
URY,1999,
URY,2000,9.4671514630317706
URY,2001,
URY,2002,11.4629766345024
URY,2003,11.160778343677499
URY,2004,7.75829854607582
URY,2005,7.8004428446292797
URY,2006,9.3763049244880694
URY,2007,10.2119814157486
URY,2008,10.4322966337204
URY,2009,12.848170518875101
URY,2010,13.375440359115601
URY,2011,12.4371055364609
URY,2012,10.4497078061104
URY,2013,9.8046208620071393
URY,2014,12.9504177570343
URY,2015,12.603279709816
URY,2016,10.596394181251499
URY,2017,9.5407040715217608
URY,2018,9.7771154642105103
URY,2019,10.3389347195625
URY,2020,11.116725265979801
USA,1990,
USA,1991,
USA,1992,
USA,1993,
USA,1994,
USA,1995,
USA,1996,25.5037227869033
USA,1997,
USA,1998,26.638323664665201
USA,1999,
USA,2000,26.598759174346899
USA,2001,
USA,2002,25.787394285202001
USA,2003,26.425642490386998
USA,2004,24.111175537109499
USA,2005,25.980592131614699
USA,2006,27.075223207473801
USA,2007,27.389477491378798
USA,2008,27.688141465187002
