country,year,Rule_of_Law
MOZ,2020,-18.132838845252898
MRT,1990,
MRT,1991,
MRT,1992,
MRT,1993,
MRT,1994,
MRT,1995,
MRT,1996,-8.5615962147712708
MRT,1997,
MRT,1998,-7.7712376117706299
MRT,1999,
MRT,2000,-6.8956049978733098
MRT,2001,
MRT,2002,-8.2708327770233208
MRT,2003,-10.484353840351099
MRT,2004,-12.884923160076101
MRT,2005,-12.328063547611199
MRT,2006,-13.440947830677
MRT,2007,-11.935533463954901
MRT,2008,-19.722583293914902
MRT,2009,-13.854415297508201
MRT,2010,-15.259860575199101
MRT,2011,-15.8052184581757
MRT,2012,-15.9711844325066
MRT,2013,-17.150007009506201
MRT,2014,-14.8426722288132
MRT,2015,-15.135123312473301
MRT,2016,-12.6467117071152
MRT,2017,-10.4721391201019
MRT,2018,-11.9834812879562
MRT,2019,-10.2892659902573
MRT,2020,-10.2391896247864
MUS,1990,
MUS,1991,
MUS,1992,
MUS,1993,
MUS,1994,
MUS,1995,
MUS,1996,15.2293831706047
MUS,1997,
MUS,1998,17.291589260101201
MUS,1999,
MUS,2000,16.056633234024002
MUS,2001,
MUS,2002,17.0013719797135
MUS,2003,15.717488765716601
MUS,2004,15.2950031161308
MUS,2005,16.001130878925299
MUS,2006,14.1161209344864
MUS,2007,14.4708952307701
MUS,2008,15.9531146287918
MUS,2009,15.2562603950501
MUS,2010,15.0836614966393
MUS,2011,15.9001849889755
MUS,2012,17.407255053520299
MUS,2013,16.4291158914566
MUS,2014,16.1308746933937
MUS,2015,14.413539230823501
MUS,2016,11.7598706483841
MUS,2017,11.450605988502501
MUS,2018,12.1493850946426
MUS,2019,11.886959195137001
MUS,2020,15.2213286757469
MWI,1990,
MWI,1991,
MWI,1992,
MWI,1993,
MWI,1994,
MWI,1995,
MWI,1996,-6.4032983481884003
MWI,1997,
MWI,1998,-7.2203654646873403
MWI,1999,
MWI,2000,-8.97198534011841
MWI,2001,
MWI,2002,-6.6455850005149903
MWI,2003,-3.0652952641248601
MWI,2004,-2.2171952128410299
MWI,2005,-2.10463701933622
MWI,2006,-3.77801010012627
MWI,2007,-2.8272529840469298
MWI,2008,-2.0052933767437899
MWI,2009,-1.99671103060246
MWI,2010,-2.33952356874943
MWI,2011,-2.8170464783906901
MWI,2012,-4.0937245190143496
MWI,2013,-2.7637088298797599
MWI,2014,-4.9099026322364896
MWI,2015,-5.5573590695858002
MWI,2016,-6.6729756891727403
MWI,2017,-6.6480762660503396
MWI,2018,-6.8450541496276802
MWI,2019,-5.8186618387699101
MWI,2020,-4.7003655135631597
MYS,1990,
MYS,1991,
MYS,1992,
MYS,1993,
MYS,1994,
MYS,1995,
MYS,1996,8.8585467338561994
MYS,1997,
MYS,1998,4.8000356853008199
MYS,1999,
MYS,2000,3.3209174275398299
MYS,2001,
MYS,2002,6.6828837990760803
MYS,2003,7.9232775866985303
MYS,2004,7.8019845485687203
MYS,2005,7.3685716986656198
MYS,2006,7.6348669826984397
MYS,2007,6.2369002103805498
MYS,2008,4.20382563769817
MYS,2009,6.3560526967048698
MYS,2010,6.6961374878883397
MYS,2011,6.8447358608245903
MYS,2012,6.4560805559158299
MYS,2013,5.8033924102783203
MYS,2014,8.9105355143547094
MYS,2015,6.9074622988700796
MYS,2016,6.6565836369991302
MYS,2017,6.6565699875354802
MYS,2018,9.06843054294586
MYS,2019,8.4271346628665906
MYS,2020,9.7996847629547101
NAM,1990,
NAM,1991,
NAM,1992,
NAM,1993,
NAM,1994,
NAM,1995,
NAM,1996,4.2740086317062396
NAM,1997,
NAM,1998,3.02797847986221
NAM,1999,
NAM,2000,2.0421364530921
NAM,2001,
NAM,2002,4.7435048520564997
NAM,2003,4.8989859223365801
NAM,2004,-0.38313353620469498
NAM,2005,-1.1239375099539799
NAM,2006,3.33940444886685
NAM,2007,2.7332290560007202
NAM,2008,7.4436080455780003
NAM,2009,4.2857631742954299
NAM,2010,3.6410312503576199
NAM,2011,2.7729399651289102
NAM,2012,5.1692294478416398
NAM,2013,5.4234633743762997
NAM,2014,3.5091404914856001
NAM,2015,4.0964306145906404
NAM,2016,7.8335408866405398
NAM,2017,4.7661578357219696
NAM,2018,5.6671552062034598
NAM,2019,6.2534806132316598
NAM,2020,5.7426085770130202
NCL,1990,
NCL,1991,
NCL,1992,
NCL,1993,
NCL,1994,
NCL,1995,
NCL,1996,
NCL,1997,
NCL,1998,
NCL,1999,
NCL,2000,
NCL,2001,
NCL,2002,
NCL,2003,
NCL,2004,
NCL,2005,
NCL,2006,
NCL,2007,
NCL,2008,
NCL,2009,
NCL,2010,
NCL,2011,
NCL,2012,
NCL,2013,
NCL,2014,
NCL,2015,
NCL,2016,
NCL,2017,
NCL,2018,
NCL,2019,
NCL,2020,
NER,1990,
NER,1991,
NER,1992,
NER,1993,
NER,1994,
NER,1995,
NER,1996,-11.135244727134699
NER,1997,
NER,1998,-11.6195525527
NER,1999,
NER,2000,-13.012553751468699
NER,2001,
NER,2002,-10.9960424900055
NER,2003,-8.8817356228828395
NER,2004,-11.040779769420601
NER,2005,-12.2636443376541
NER,2006,-10.2267286777496
NER,2007,-10.421202242374401
NER,2008,-11.575488090515099
NER,2009,-8.3616169989109004
NER,2010,-8.4858100414276105
NER,2011,-6.9308600127697
NER,2012,-11.287446320056899
NER,2013,-11.325538039207499
NER,2014,-11.0620504021645
NER,2015,-10.035389721393599
NER,2016,-11.608121573925001
NER,2017,-11.9455735683441
NER,2018,-10.2391648292542
NER,2019,-9.3986871242523193
NER,2020,-9.7174150347709691
NGA,1990,
NGA,1991,
NGA,1992,
NGA,1993,
NGA,1994,
NGA,1995,
NGA,1996,-21.9252896308899
NGA,1997,
NGA,1998,-20.215061187744102
NGA,1999,
NGA,2000,-19.735640406608599
NGA,2001,
NGA,2002,-25.430296540260301
NGA,2003,-25.712671041488701
NGA,2004,-24.4742718935013
NGA,2005,-23.021671652793898
NGA,2006,-18.281731009483298
NGA,2007,-18.037895560264499
NGA,2008,-17.651181697845502
NGA,2009,-19.653832316398699
NGA,2010,-19.7002161741256
NGA,2011,-20.040258407592798
NGA,2012,-19.360088825225901
NGA,2013,-19.0443774461746
NGA,2014,-17.948242545127901
NGA,2015,-16.661812484264399
NGA,2016,-17.6120927333832
NGA,2017,-15.0574685335159
NGA,2018,-15.557201385498001
NGA,2019,-15.9091226458549
NGA,2020,-14.270876765251201
NIC,1990,
NIC,1991,
NIC,1992,
NIC,1993,
NIC,1994,
NIC,1995,
NIC,1996,-8.7707562446594292
NIC,1997,
NIC,1998,-10.286547601223001
NIC,1999,
NIC,2000,-14.667442977428401
NIC,2001,
NIC,2002,-11.519817531108901
NIC,2003,-9.5242355465888995
NIC,2004,-13.40503013134
NIC,2005,-10.449245750904099
NIC,2006,-12.784717977047
NIC,2007,-13.402585089206701
NIC,2008,-13.7391203641891
NIC,2009,-13.377531766891501
NIC,2010,-14.235237956047101
NIC,2011,-12.3347907066345
NIC,2012,-12.4764957427979
NIC,2013,-11.464102923870101
NIC,2014,-12.1419869661331
NIC,2015,-12.8008999228477
NIC,2016,-11.132583796978
NIC,2017,-11.2018681764603
NIC,2018,-18.298514604568499
NIC,2019,-20.381174564361601
NIC,2020,-20.337562322616499
NLD,1990,
NLD,1991,
NLD,1992,
NLD,1993,
NLD,1994,
NLD,1995,
NLD,1996,28.8193681240082
NLD,1997,
NLD,1998,29.622971296310499
NLD,1999,
NLD,2000,29.657015442848198
NLD,2001,
NLD,2002,29.0234100818634
NLD,2003,29.0610432624817
NLD,2004,29.546345114707901
NLD,2005,29.794588327407901
NLD,2006,30.085685133934
NLD,2007,30.087879896163901
NLD,2008,29.743695378303599
NLD,2009,30.7193411588669
NLD,2010,30.7994449138641
NLD,2011,30.813748359680101
NLD,2012,31.495589852333001
NLD,2013,31.030488133430499
NLD,2014,33.549130320548997
NLD,2015,32.5083860158921
NLD,2016,31.4757449626922
NLD,2017,29.984271645545999
NLD,2018,29.756282925605799
NLD,2019,29.5970075130463
NLD,2020,29.147545576095599
NOR,1990,
NOR,1991,
NOR,1992,
NOR,1993,
NOR,1994,
NOR,1995,
NOR,1996,32.696359872817901
NOR,1997,
NOR,1998,33.147011637687697
NOR,1999,
NOR,2000,31.124883770942802
NOR,2001,
NOR,2002,31.428800582885799
NOR,2003,31.978771924972602
NOR,2004,33.353365898132402
NOR,2005,32.512190341949498
NOR,2006,33.418126583099401
NOR,2007,32.780964612960801
NOR,2008,33.282371520996001
NOR,2009,31.8494856357575
NOR,2010,32.127888083457897
NOR,2011,31.6910270452499
NOR,2012,33.167528510093703
NOR,2013,33.506119132042002
NOR,2014,34.413982391357401
NOR,2015,33.666694521903999
NOR,2016,34.0041537284852
NOR,2017,33.765580773353598
NOR,2018,32.776988506317103
NOR,2019,33.102373242378199
NOR,2020,32.947084426879897
NPL,1990,
NPL,1991,
NPL,1992,
NPL,1993,
NPL,1994,
NPL,1995,
NPL,1996,-0.104979428928345
NPL,1997,
NPL,1998,0.156761047430336
NPL,1999,
NPL,2000,-3.5863481312990202
NPL,2001,
NPL,2002,-8.7976932525634801
NPL,2003,-10.3807237744331
NPL,2004,-12.8016093373299
NPL,2005,-14.028674960136399
NPL,2006,-10.563644945621499
NPL,2007,-10.009665071964299
NPL,2008,-11.3782077431679
NPL,2009,-14.7528968453407
NPL,2010,-16.3041357398033
NPL,2011,-15.1573856472969
NPL,2012,-12.5351078510284
NPL,2013,-12.224178493022899
NPL,2014,-11.0369905233383
NPL,2015,-11.752756774425499
NPL,2016,-13.7652612924576
NPL,2017,-11.7570825815201
NPL,2018,-8.3061372339725494
NPL,2019,-9.3621274232864398
NPL,2020,-8.6444350481033307
NRU,1990,
NRU,1991,
NRU,1992,
NRU,1993,
NRU,1994,
NRU,1995,
NRU,1996,13.7553895711899
NRU,1997,
NRU,1998,14.9006389975548
NRU,1999,
NRU,2000,14.2751084566116
NRU,2001,
NRU,2002,14.177078783512099
NRU,2003,14.165830373764001
NRU,2004,14.047617197036701
NRU,2005,13.2007895708084
NRU,2006,16.733219861984299
NRU,2007,8.5443451404571498
NRU,2008,6.2056542336940801
NRU,2009,8.0438593029975909
NRU,2010,7.7983448505401602
NRU,2011,9.4489175081252998
NRU,2012,12.3577414751053
NRU,2013,10.4854279756546
NRU,2014,-17.110598444938699
NRU,2015,-11.6901106238365
NRU,2016,-10.0252693295479
NRU,2017,-3.1064811497926699
NRU,2018,-2.9559824578464
NRU,2019,-4.1950183510780299
NRU,2020,-3.6916387677192701
NZL,1990,
NZL,1991,
NZL,1992,
NZL,1993,
NZL,1994,
NZL,1995,
NZL,1996,31.592694401741099
NZL,1997,
NZL,1998,31.458485603332601
NZL,1999,
NZL,2000,30.522037506103601
NZL,2001,
NZL,2002,30.449569821357699
NZL,2003,31.421602249145501
NZL,2004,31.430123925208999
NZL,2005,31.388774037361099
NZL,2006,30.511444687843301
NZL,2007,31.055881500244102
NZL,2008,31.4612153768539
NZL,2009,32.6854732036591
NZL,2010,31.652088761329601
NZL,2011,32.209005117416297
NZL,2012,32.014571070671103
NZL,2013,31.792457580566399
NZL,2014,34.069922208785997
NZL,2015,33.499454975128202
NZL,2016,32.625643253326501
NZL,2017,32.123354792594803
NZL,2018,31.2725266218185
NZL,2019,31.441101431846601
NZL,2020,31.359965801239099
OMN,1990,
OMN,1991,
OMN,1992,
OMN,1993,
OMN,1994,
OMN,1995,
OMN,1996,9.3527157902717608
OMN,1997,
OMN,1998,7.2075257003307396
OMN,1999,
OMN,2000,9.14411813020706
OMN,2001,
OMN,2002,7.6599420905113202
OMN,2003,7.9241226613521603
OMN,2004,8.6881466507911593
OMN,2005,5.2064633965492302
OMN,2006,4.8690202236175502
OMN,2007,6.8254075646400496
OMN,2008,9.9638942480087298
OMN,2009,9.3402281403541494
OMN,2010,9.1260027289390599
OMN,2011,7.8512912094593004
OMN,2012,8.8203380107879603
OMN,2013,8.2789845168590492
OMN,2014,8.2505213320255297
OMN,2015,6.0531391501426697
OMN,2016,6.5719504356384304
OMN,2017,6.9772613048553502
OMN,2018,7.4880578219890603
OMN,2019,9.0311502218246495
OMN,2020,10.148149609565699
PAK,1990,
PAK,1991,
PAK,1992,
PAK,1993,
PAK,1994,
PAK,1995,
PAK,1996,-10.629923522472399
PAK,1997,
PAK,1998,-13.4867510795593
PAK,1999,
PAK,2000,-17.006616711616498
PAK,2001,
PAK,2002,-15.8378359079361
PAK,2003,-15.6506184339523
PAK,2004,-16.9056394100189
PAK,2005,-15.1354643702507
PAK,2006,-14.573208034038499
PAK,2007,-15.088258743286101
PAK,2008,-16.534432768821699
PAK,2009,-14.2626127004623
PAK,2010,-12.5426942706108
PAK,2011,-15.412679255008699
PAK,2012,-15.018142879009201
PAK,2013,-14.553237318992601
PAK,2014,-12.7672496438026
PAK,2015,-13.1558927893639
PAK,2016,-13.8255597949028
PAK,2017,-12.4124025702476
PAK,2018,-11.5722088813782
PAK,2019,-11.651666283607501
PAK,2020,-12.0593054890633
PAN,1990,
PAN,1991,
PAN,1992,
PAN,1993,
PAN,1994,
PAN,1995,
PAN,1996,-2.8386592119932201
PAN,1997,
PAN,1998,-2.2161783874034802
PAN,1999,
PAN,2000,-3.1901963353156999
PAN,2001,
PAN,2002,-1.5017262846231501
PAN,2003,-2.3885832428932301
PAN,2004,-1.83071630448103
PAN,2005,-1.7223872840404499
PAN,2006,-2.6393003761768399
PAN,2007,-2.9596741050481801
PAN,2008,-3.4676584601402198
PAN,2009,-1.65356461703777
PAN,2010,-1.36498213559389
PAN,2011,0.43993703648448002
PAN,2012,-3.7754262387752502
PAN,2013,-4.3079012334346798
PAN,2014,-1.1006433293223401
PAN,2015,-2.33894828706979
PAN,2016,0.63175019621849005
PAN,2017,0.18779026530682999
PAN,2018,-2.6453603059053399
PAN,2019,-3.20411357283592
PAN,2020,-4.7923298180103302
PER,1990,
PER,1991,
PER,1992,
PER,1993,
PER,1994,
PER,1995,
PER,1996,-11.8443180918694
PER,1997,
PER,1998,-12.5568406581879
PER,1999,
PER,2000,-12.206794321537
PER,2001,
PER,2002,-9.4846751093864405
PER,2003,-10.0071673393249
PER,2004,-9.2721753120422292
PER,2005,-11.9133943319321
PER,2006,-11.979132831096599
PER,2007,-12.777644276619
PER,2008,-12.415705084800701
PER,2009,-10.612535655498499
PER,2010,-9.6236919164657593
PER,2011,-9.8740366697311401
PER,2012,-9.89349365234375
PER,2013,-9.7622367143630999
PER,2014,-8.8800737857818604
PER,2015,-8.4310775697231293
PER,2016,-8.3827881217002904
PER,2017,-8.8478690385818499
PER,2018,-9.5859190821647609
PER,2019,-8.7909047603607195
PER,2020,-6.5177410244941703
PHL,1990,
PHL,1991,
PHL,1992,
PHL,1993,
PHL,1994,
PHL,1995,
PHL,1996,1.2666945829987499
PHL,1997,
PHL,1998,0.46341341175139
PHL,1999,
PHL,2000,-6.60499659180641
PHL,2001,
PHL,2002,-6.5712336301803598
PHL,2003,-9.3565490245819092
PHL,2004,-10.692188501358
PHL,2005,-5.6702654957771301
PHL,2006,-6.917187333107
PHL,2007,-7.8725589215755498
PHL,2008,-9.3537716269493103
PHL,2009,-9.7749541997909493
PHL,2010,-9.4144913554191607
PHL,2011,-8.6086174249648995
PHL,2012,-8.8809746503829992
PHL,2013,-7.9703413248062098
PHL,2014,-6.2794662714004597
PHL,2015,-7.0342394113540596
PHL,2016,-7.2777920365333602
PHL,2017,-8.4567172229290009
PHL,2018,-9.5508368611335701
PHL,2019,-9.6946480870246905
PHL,2020,-10.9974171519279
PLW,1990,
PLW,1991,
PLW,1992,
PLW,1993,
PLW,1994,
PLW,1995,
PLW,1996,13.7553895711899
PLW,1997,
PLW,1998,14.9006389975548
PLW,1999,
PLW,2000,14.2751084566116
PLW,2001,
PLW,2002,14.177078783512099
PLW,2003,14.165830373764001
PLW,2004,14.047617197036701
PLW,2005,13.2007895708084
PLW,2006,16.733219861984299
PLW,2007,14.9067034721374
PLW,2008,13.109259068965899
PLW,2009,13.689345061778999
PLW,2010,12.715578913688701
PLW,2011,15.0916066169739
PLW,2012,15.266997098922699
PLW,2013,15.252241909503899
PLW,2014,4.6838778257369897
PLW,2015,13.576141119003299
PLW,2016,14.021394610405
PLW,2017,14.217359930276899
PLW,2018,14.9279502630234
PLW,2019,11.889241963625
PLW,2020,9.0297371149063093
PNG,1990,
PNG,1991,
PNG,1992,
PNG,1993,
PNG,1994,
PNG,1995,
PNG,1996,-10.4879398345947
PNG,1997,
PNG,1998,-8.8124932050704992
PNG,1999,
PNG,2000,-12.9002378582954
PNG,2001,
PNG,2002,-12.701881408691399
PNG,2003,-16.069316446781201
PNG,2004,-12.9662296772003
PNG,2005,-17.220517873764098
PNG,2006,-14.1898369789124
PNG,2007,-14.6451913714409
PNG,2008,-15.575998544693
PNG,2009,-15.5049920082092
PNG,2010,-15.852690577507
PNG,2011,-13.780209839344
PNG,2012,-14.154131054878199
PNG,2013,-16.0162054896355
PNG,2014,-13.165338993072501
PNG,2015,-14.704052090644799
PNG,2016,-13.2104161977768
PNG,2017,-13.8919315934181
PNG,2018,-12.9511884450912
PNG,2019,-13.5707439184189
PNG,2020,-12.0436274409294
POL,1990,
POL,1991,
POL,1992,
POL,1993,
POL,1994,
POL,1995,
POL,1996,13.0474156141281
POL,1997,
POL,1998,13.579054713249199
POL,1999,
POL,2000,10.766323029995
POL,2001,
POL,2002,11.397415459156001
POL,2003,8.6749507188796997
POL,2004,7.0772180259227797
POL,2005,7.9915533363819096
POL,2006,6.5069476664066297
POL,2007,6.9542287588119498
POL,2008,9.3605768084526009
POL,2009,10.979395329952199
POL,2010,12.1101031899452
POL,2011,13.5134479403496
POL,2012,13.903765022754699
POL,2013,14.2722973227501
POL,2014,14.8178863525391
POL,2015,13.7334446907043
POL,2016,10.162457704544099
POL,2017,6.86911636590958
POL,2018,6.4721116721630096
POL,2019,6.7097078561782801
POL,2020,8.9081380367279106
PRI,1990,
PRI,1991,
PRI,1992,
PRI,1993,
PRI,1994,
PRI,1995,
PRI,1996,16.330784976482398
PRI,1997,
PRI,1998,16.2704209089279
PRI,1999,
PRI,2000,16.500159621238701
PRI,2001,
PRI,2002,16.1304921507835
PRI,2003,11.955430209636701
PRI,2004,13.4125942587852
PRI,2005,9.9528454542160105
PRI,2006,8.8177288174629194
PRI,2007,9.7877296209335292
PRI,2008,9.1363574266433698
PRI,2009,12.9379460215569
PRI,2010,12.9353550672531
PRI,2011,12.3509869575501
PRI,2012,13.4829310178757
PRI,2013,11.351905763149301
PRI,2014,13.0237113237381
PRI,2015,12.265459001064301
PRI,2016,10.7709140181541
PRI,2017,10.1658630371094
PRI,2018,9.5319557785987907
PRI,2019,9.5652429461479205
PRI,2020,10.3484836816788
PRK,1990,
PRK,1991,
PRK,1992,
PRK,1993,
PRK,1994,
PRK,1995,
PRK,1996,-19.619022130966101
PRK,1997,
PRK,1998,-19.604333639144901
PRK,1999,
PRK,2000,-18.127765297889699
PRK,2001,
PRK,2002,-22.3586730957031
PRK,2003,-19.842981100082401
PRK,2004,-21.681510925293001
PRK,2005,-19.4069854021072
PRK,2006,-23.6879816055297
PRK,2007,-21.424885869026099
PRK,2008,-21.000980615615902
PRK,2009,-22.848402976989799
PRK,2010,-23.507421374321002
PRK,2011,-23.559216141700801
PRK,2012,-23.018508195877001
PRK,2013,-23.4949244260788
PRK,2014,-27.531803607940699
PRK,2015,-28.122715353965798
PRK,2016,-28.449870347976699
PRK,2017,-29.275759577751099
PRK,2018,-27.905632376670798
PRK,2019,-28.2085121870041
PRK,2020,-27.316392183303801
PRT,1990,
PRT,1991,
PRT,1992,
PRT,1993,
PRT,1994,
PRT,1995,
PRT,1996,21.867011904716499
PRT,1997,
PRT,1998,21.124880313873199
PRT,1999,
PRT,2000,20.403279781341599
PRT,2001,
PRT,2002,22.227739214897198
PRT,2003,21.696292638778601
PRT,2004,20.961874127388
PRT,2005,20.813363909721399
PRT,2006,16.579546988010399
PRT,2007,17.052905321121202
PRT,2008,17.191155076027002
PRT,2009,17.993025541305499
PRT,2010,17.438330292701799
PRT,2011,16.9386966228485
PRT,2012,17.613903164863601
PRT,2013,17.656154394149802
PRT,2014,19.031454801559502
PRT,2015,18.804910063743598
PRT,2016,17.8065651655197
PRT,2017,18.832327961921699
PRT,2018,18.914219498634299
PRT,2019,18.879721164703302
PRT,2020,19.714197397232098
PRY,1990,
PRY,1991,
PRY,1992,
PRY,1993,
PRY,1994,
PRY,1995,
PRY,1996,-11.2805641293526
PRY,1997,
PRY,1998,-14.1798835396767
PRY,1999,
PRY,2000,-16.820160210132599
PRY,2001,
PRY,2002,-19.096212744712801
PRY,2003,-17.889776468276999
PRY,2004,-16.6917250752449
PRY,2005,-16.378281414508798
PRY,2006,-16.508632659912099
PRY,2007,-16.396743357181499
PRY,2008,-15.484198510646801
PRY,2009,-14.5856095552444
PRY,2010,-14.1169953942299
PRY,2011,-13.600192725658401
PRY,2012,-13.783948838710799
PRY,2013,-13.0382553935051
PRY,2014,-10.2723932266235
PRY,2015,-10.8975186944008
PRY,2016,-11.689936935901599
PRY,2017,-11.3220364451408
PRY,2018,-10.1933979392052
PRY,2019,-9.6058528423309308
PRY,2020,-7.2292902469635001
PSE,1990,
PSE,1991,
PSE,1992,
PSE,1993,
PSE,1994,
PSE,1995,
PSE,1996,-0.67421314865350701
PSE,1997,
PSE,1998,-0.88216294348239899
PSE,1999,
PSE,2000,-1.64178651571274
PSE,2001,
PSE,2002,-5.9271149933338103
PSE,2003,-1.8232307061552999
PSE,2004,-4.5803826451301504
PSE,2005,-5.8348133862018496
PSE,2006,-6.65745201706887
PSE,2007,-10.640457570552799
PSE,2008,-12.9009137153626
PSE,2009,-5.3516125679016104
PSE,2010,-3.55812679231166
PSE,2011,-7.4242042601108604
PSE,2012,-7.5769180655479396
PSE,2013,-6.8170940577983901
PSE,2014,-6.52073958516121
PSE,2015,-8.8898390531539899
PSE,2016,-6.1011369526386297
PSE,2017,-7.3420181870460501
PSE,2018,-8.5086411833763105
PSE,2019,-8.5291320085525495
PSE,2020,-8.0227064788341504
PYF,1990,
PYF,1991,
PYF,1992,
PYF,1993,
PYF,1994,
PYF,1995,
PYF,1996,
PYF,1997,
PYF,1998,
PYF,1999,
PYF,2000,
PYF,2001,
PYF,2002,
PYF,2003,
PYF,2004,
PYF,2005,
PYF,2006,
PYF,2007,
PYF,2008,
PYF,2009,
PYF,2010,
PYF,2011,
PYF,2012,
PYF,2013,
PYF,2014,
PYF,2015,
PYF,2016,
PYF,2017,
PYF,2018,
PYF,2019,
PYF,2020,
QAT,1990,
QAT,1991,
QAT,1992,
QAT,1993,
QAT,1994,
QAT,1995,
QAT,1996,-0.60509473085403398
QAT,1997,
QAT,1998,2.9245857745408901
QAT,1999,
QAT,2000,8.3017965555191093
QAT,2001,
QAT,2002,8.9095855951309204
QAT,2003,7.2132223546505001
QAT,2004,5.7616171538829901
QAT,2005,9.8010147213935799
QAT,2006,10.6211079955101
QAT,2007,8.8361765742301905
QAT,2008,11.3922953605652
QAT,2009,15.339991688728301
QAT,2010,14.3812301754951
QAT,2011,12.762479543685901
QAT,2012,16.1901935338974
QAT,2013,16.186830639839201
QAT,2014,14.6608129739761
QAT,2015,12.7169799208641
QAT,2016,13.0931172966957
QAT,2017,11.9045497179031
QAT,2018,12.0544720292091
QAT,2019,12.0866666436195
QAT,2020,16.7010249495506
ROU,1990,
ROU,1991,
ROU,1992,
ROU,1993,
ROU,1994,
ROU,1995,
ROU,1996,-0.37302246876061002
ROU,1997,
ROU,1998,-1.87956483662129
ROU,1999,
ROU,2000,-3.0911944210529301
ROU,2001,
ROU,2002,-4.51527795195579
ROU,2003,-3.57092425227165
ROU,2004,-3.1753059476614101
ROU,2005,-2.6216964274644901
ROU,2006,-2.2900431305170099
ROU,2007,-1.79696347564458
ROU,2008,-0.26469425577670402
ROU,2009,0.91698636487126395
ROU,2010,1.80896259844303
ROU,2011,1.7800293043255799
ROU,2012,1.5793091282248499
ROU,2013,3.2334285974502599
ROU,2014,4.1170087307691601
ROU,2015,3.5454466044902802
ROU,2016,7.7661786973476401
ROU,2017,7.4843634068965903
ROU,2018,6.3166847825050398
ROU,2019,7.1373805105686197
ROU,2020,6.3374098539352399
RUS,1990,
RUS,1991,
RUS,1992,
RUS,1993,
RUS,1994,
RUS,1995,
RUS,1996,-13.5011892914772
RUS,1997,
RUS,1998,-14.548548877239201
RUS,1999,
RUS,2000,-18.422815918922399
RUS,2001,
RUS,2002,-14.8665705323219
RUS,2003,-16.280360162258201
RUS,2004,-15.5579794049263
RUS,2005,-16.387226641178099
RUS,2006,-16.7874394059181
RUS,2007,-17.128485798835801
RUS,2008,-17.1947501897812
RUS,2009,-13.7104699015617
RUS,2010,-13.528448522090899
RUS,2011,-12.703491508960701
RUS,2012,-14.579561293125201
RUS,2013,-13.9682764410973
RUS,2014,-13.1415382027626
RUS,2015,-13.8044471144676
RUS,2016,-14.3199190497398
RUS,2017,-14.329351067543
RUS,2018,-14.1087896823883
RUS,2019,-13.0540705919266
RUS,2020,-13.6355082988739
RWA,1990,
RWA,1991,
RWA,1992,
RWA,1993,
RWA,1994,
RWA,1995,
RWA,1996,-25.536589503288301
RWA,1997,
RWA,1998,-24.836282014846699
RWA,1999,
RWA,2000,-23.303912401199401
RWA,2001,
RWA,2002,-18.211950540542599
RWA,2003,-16.2897633910179
RWA,2004,-14.4794695973396
RWA,2005,-14.6692922115326
RWA,2006,-11.4840599298477
RWA,2007,-9.8539240956306404
RWA,2008,-8.0308320820331591
RWA,2009,-8.5717715620994603
RWA,2010,-5.6241400241851798
RWA,2011,-5.1701064407825399
RWA,2012,-4.2585353553295198
RWA,2013,-2.4953664690256101
RWA,2014,1.19355218857527
RWA,2015,0.72230247408151704
RWA,2016,1.6996487379074099
RWA,2017,2.02940178662538
RWA,2018,1.9230670332908599
RWA,2019,1.13278859108686
RWA,2020,1.3987754285335501
SAU,1990,
SAU,1991,
SAU,1992,
SAU,1993,
SAU,1994,
SAU,1995,
SAU,1996,1.94756472110748
SAU,1997,
SAU,1998,0.793910652399063
SAU,1999,
SAU,2000,-2.8119917362928399
SAU,2001,
SAU,2002,-0.30308604985475601
SAU,2003,1.8520904108881899
SAU,2004,0.20591802801936801
SAU,2005,-0.38517703488469202
SAU,2006,0.19153394736349599
SAU,2007,1.15579956024885
SAU,2008,1.1683815717697099
SAU,2009,0.76688320934772503
SAU,2010,2.54204130172729
SAU,2011,0.79111754894256603
SAU,2012,2.45394606888294
SAU,2013,2.6025980710983299
SAU,2014,2.2552287429571098
SAU,2015,1.7012979462742801
SAU,2016,5.41140720248222
SAU,2017,1.3578013852238699
SAU,2018,2.0561348348855999
SAU,2019,2.5218443274497999
SAU,2020,3.7215025275945699
SDN,1990,
SDN,1991,
SDN,1992,
SDN,1993,
SDN,1994,
SDN,1995,
SDN,1996,-29.050207257270799
SDN,1997,
SDN,1998,-28.3914968967437
SDN,1999,
SDN,2000,-27.7375104427338
SDN,2001,
SDN,2002,-22.446291327476398
SDN,2003,-26.468183994293302
SDN,2004,-26.037878870964001
SDN,2005,-28.049150466918899
SDN,2006,-23.392981648445101
SDN,2007,-24.222697019577001
SDN,2008,-24.5654041767121
SDN,2009,-21.5911993980408
SDN,2010,-22.732925653457698
SDN,2011,-22.124070644378701
SDN,2012,-21.142012834549
SDN,2013,-21.815102696418801
SDN,2014,-19.8844715356827
SDN,2015,-20.9085614681244
SDN,2016,-21.761065006256199
SDN,2017,-19.068101048469501
SDN,2018,-19.313267469406199
SDN,2019,-19.926342725753798
SDN,2020,-18.457028746604902
SEN,1990,
SEN,1991,
SEN,1992,
SEN,1993,
SEN,1994,
SEN,1995,
SEN,1996,-3.0862349271774301
SEN,1997,
SEN,1998,1.1701923012733499
SEN,1999,
