country,year,GDP_per_capita
BEL,2006,39371.085827744799
BEL,2007,40520.084320700902
BEL,2008,40380.907500404202
BEL,2009,39293.637546824997
BEL,2010,39991.564620628596
BEL,2011,40236.959630855803
BEL,2012,40074.492800398999
BEL,2013,40007.899789141098
BEL,2014,40533.913502789801
BEL,2015,40893.804537771997
BEL,2016,41172.886283120897
BEL,2017,41619.328629169002
BEL,2018,42208.362565027201
BEL,2019,43006.404230886299
BEL,2020,40769.021807296202
BEN,1990,749.45966658292605
BEN,1991,757.40314510787698
BEN,1992,756.08088816585098
BEN,1993,765.47991443834201
BEN,1994,752.27750874076401
BEN,1995,781.06478846009998
BEN,1996,793.79505269619995
BEN,1997,814.90139543867599
BEN,1998,821.45997143359898
BEN,1999,838.97678697576805
BEN,2000,861.21329201320896
BEN,2001,879.85446377364497
BEN,2002,893.13710096163402
BEN,2003,896.14676320173601
BEN,2004,907.62443120937803
BEN,2005,893.91536869992001
BEN,2006,900.62053578735004
BEN,2007,926.74011375407099
BEN,2008,943.20338030386199
BEN,2009,936.56565107155404
BEN,2010,928.24665532914401
BEN,2011,927.71641283670704
BEN,2012,943.91877153100097
BEN,2013,982.39920629051596
BEN,2014,1014.4330062135
BEN,2015,1002.41886879614
BEN,2016,1006.03926633023
BEN,2017,1032.9047119418201
BEN,2018,1071.5045215693201
BEN,2019,1114.1730452644299
BEN,2020,1126.65404122154
BFA,1990,332.15327666093498
BFA,1991,353.20672075737798
BFA,1992,345.40181682334901
BFA,1993,348.581211032689
BFA,1994,344.37118406950299
BFA,1995,354.84118850286097
BFA,1996,383.97358303114697
BFA,1997,397.83895525737302
BFA,1998,415.27351347024103
BFA,1999,433.10472759723399
BFA,2000,428.30979656619797
BFA,2001,442.914122870048
BFA,2002,448.12885631709099
BFA,2003,468.26304779012401
BFA,2004,474.08641233345901
BFA,2005,499.192797571217
BFA,2006,514.11313175706198
BFA,2007,519.26101218433996
BFA,2008,533.47129993828798
BFA,2009,533.47008483193099
BFA,2010,561.84722130248895
BFA,2011,581.60365873740705
BFA,2012,600.73134369781803
BFA,2013,616.741331164082
BFA,2014,624.57688518766497
BFA,2015,630.12475075231202
BFA,2016,648.42048017601201
BFA,2017,669.27631032833301
BFA,2018,694.49281312635105
BFA,2019,717.02159509663397
BFA,2020,713.84217792239997
BGD,1990,473.44482102108498
BGD,1991,480.673358976087
BGD,1992,497.371173735323
BGD,1993,511.19350942129398
BGD,1994,521.32314472655503
BGD,1995,537.931946643983
BGD,1996,552.07710713876702
BGD,1997,566.27114084763195
BGD,1998,584.44817517404704
BGD,1999,600.23232316295196
BGD,2000,620.560472822105
BGD,2001,641.288922876274
BGD,2002,655.67213936227199
BGD,2003,676.82625204642704
BGD,2004,702.65635708187301
BGD,2005,739.20371835340904
BGD,2006,779.41957044499804
BGD,2007,825.50822996453701
BGD,2008,866.45815762134998
BGD,2009,901.72962625193702
BGD,2010,943.66422864235994
BGD,2011,995.57994715566201
BGD,2012,1050.3914040406601
BGD,2013,1103.1569590712299
BGD,2014,1159.40753475981
BGD,2015,1224.38647668165
BGD,2016,1299.8309136079199
BGD,2017,1373.75363740186
BGD,2018,1462.2505025571299
BGD,2019,1564.2080244563599
BGD,2020,1604.6659234742001
BGR,1990,4425.49955286164
BGR,1991,4092.0793499046599
BGR,1992,3835.45427951087
BGR,1993,3808.94310683811
BGR,1994,3891.3823261778498
BGR,1995,4022.1974867315198
BGR,1996,4253.4519944019303
BGR,1997,3675.3687781144399
BGR,1998,3840.17297697202
BGR,1999,3537.5262695337601
BGR,2000,3718.1189599386298
BGR,2001,3937.90285118373
BGR,2002,4260.6225195689303
BGR,2003,4519.4153269770004
BGR,2004,4850.1191718457703
BGR,2005,5231.6053860709799
BGR,2006,5630.0890724539204
BGR,2007,6049.05136726418
BGR,2008,6465.0523107119398
BGR,2009,6289.0466660921602
BGR,2010,6429.04599233108
BGR,2011,6605.6461673685899
BGR,2012,6693.7698306079701
BGR,2013,6793.0825359274504
BGR,2014,6941.3731982577601
BGR,2015,7269.0258651371096
BGR,2016,7586.8917466811599
BGR,2017,7899.1105658987099
BGR,2018,8194.7929632001396
BGR,2019,8626.5750265742008
BGR,2020,8440.5141696455594
BHR,1990,18345.837996881499
BHR,1991,20882.505864047202
BHR,1992,21701.2220342029
BHR,1993,23858.193124582402
BHR,1994,23180.3322555659
BHR,1995,23465.712917022702
BHR,1996,23795.209253886202
BHR,1997,23893.1335655763
BHR,1998,24386.5916523491
BHR,1999,24773.8464104044
BHR,2000,25407.969405455198
BHR,2001,25106.286974261198
BHR,2002,24149.015601379899
BHR,2003,23857.640357976899
BHR,2004,23688.112105922501
BHR,2005,23439.6704353038
BHR,2006,23095.018133022801
BHR,2007,23112.488805839799
BHR,2008,23127.214804004801
BHR,2009,22206.937198522501
BHR,2010,22224.073616624901
BHR,2011,23288.044939831299
BHR,2012,23894.8804447088
BHR,2013,24271.6278814506
BHR,2014,24135.499130484899
BHR,2015,23734.0551143019
BHR,2016,23715.279132871201
BHR,2017,23606.8867501313
BHR,2018,24059.783864156201
BHR,2019,24873.664006013401
BHR,2020,23586.930958151599
BHS,1990,30995.483071594201
BHS,1991,29192.994260639101
BHS,1992,27565.978462298499
BHS,1993,27137.178342536001
BHS,1994,27503.635391286101
BHS,1995,28236.375376591401
BHS,1996,28967.048046475302
BHS,1997,28902.571896853999
BHS,1998,29837.438178944099
BHS,1999,31544.354060445399
BHS,2000,32424.727178671601
BHS,2001,32870.091830728503
BHS,2002,33374.602685913997
BHS,2003,32559.311554897999
BHS,2004,32444.0739567569
BHS,2005,33144.787879027499
BHS,2006,33541.850748700999
BHS,2007,33549.336000727402
BHS,2008,32331.824613509201
BHS,2009,30581.334219848799
BHS,2010,30657.431905965899
BHS,2011,30492.6738528071
BHS,2012,31553.491949064501
BHS,2013,30368.2631244189
BHS,2014,30658.534456372199
BHS,2015,30719.405417468999
BHS,2016,30152.1619246021
BHS,2017,30974.7477261317
BHS,2018,31537.242384195601
BHS,2019,31117.6299132391
BHS,2020,24791.670494510599
BIH,1990,791.44397038945203
BIH,1991,715.90006117004395
BIH,1992,705.20666851642898
BIH,1993,748.15002716904098
BIH,1994,871.39848718945302
BIH,1995,1013.22444430671
BIH,1996,1498.0059275225001
BIH,1997,1974.0574211779999
BIH,1998,2262.0326363938302
BIH,1999,2452.8518837791898
BIH,2000,2567.3413709461902
BIH,2001,2617.1823035081202
BIH,2002,2743.1387861583798
BIH,2003,2855.6831493984901
BIH,2004,3063.8354344893601
BIH,2005,3217.8134161534499
BIH,2006,3419.7588745719199
BIH,2007,3665.08966529499
BIH,2008,3929.03297717336
BIH,2009,3877.5354007845599
BIH,2010,3981.2098569203199
BIH,2011,4094.25329541877
BIH,2012,4139.9173277365699
BIH,2013,4306.7317507221396
BIH,2014,4412.6761781773403
BIH,2015,4662.2586921944803
BIH,2016,4876.5347149563304
BIH,2017,5099.8160285644699
BIH,2018,5360.2520101763303
BIH,2019,5583.2972127645799
BIH,2020,5490.7536663513902
BLR,1990,2888.8129658248599
BLR,1991,2852.8308592488802
BLR,1992,2573.2995510321498
BLR,1993,2372.4851691038498
BLR,1994,2097.3818700750298
BLR,1995,1885.3606266018601
BLR,1996,1944.6870051297601
BLR,1997,2175.40374180154
BLR,1998,2368.7833087785102
BLR,1999,2460.3694419579801
BLR,2000,2615.36376799462
BLR,2001,2753.0336970696999
BLR,2002,2910.3993748415301
BLR,2003,3137.26261430575
BLR,2004,3520.40452642524
BLR,2005,3877.71738911289
BLR,2006,4291.68647163264
BLR,2007,4682.2067671904197
BLR,2008,5177.6453477567602
BLR,2009,5200.7741855542299
BLR,2010,5616.0941173307001
BLR,2011,5941.6899915623899
BLR,2012,6052.6373706236
BLR,2013,6115.4328809870703
BLR,2014,6212.9166741865902
BLR,2015,5967.05595058777
BLR,2016,5811.2015918254701
BLR,2017,5964.8966883456096
BLR,2018,6165.9132001927701
BLR,2019,6267.7350874350504
BLR,2020,6251.9889896864497
BLZ,1990,4112.5951753271302
BLZ,1991,4499.5797128186196
BLZ,1992,4967.9271047884304
BLZ,1993,5166.8286739016503
BLZ,1994,5056.9520119383196
BLZ,1995,4967.9615381804897
BLZ,1996,4875.6567502306098
BLZ,1997,4915.3403407039004
BLZ,1998,4931.4549910361602
BLZ,1999,5213.5662826521002
BLZ,2000,5663.6463237497301
BLZ,2001,5764.9905549110399
BLZ,2002,5895.1523503789804
BLZ,2003,6274.4742827931304
BLZ,2004,6383.07432412662
BLZ,2005,6337.1238922237799
BLZ,2006,6435.58767337678
BLZ,2007,6465.8288584604497
BLZ,2008,6187.9588502365496
BLZ,2009,5997.6844715638299
BLZ,2010,5937.7539834378904
BLZ,2011,5802.2434453149199
BLZ,2012,5902.7423469688101
BLZ,2013,6013.0787989536202
BLZ,2014,6116.49578852783
BLZ,2015,6154.6226423036896
BLZ,2016,6012.2129698366798
BLZ,2017,5767.6192196376196
BLZ,2018,5707.6105995443604
BLZ,2019,5864.14611827109
BLZ,2020,5006.4845327693502
BMU,1990,89089.734642360796
BMU,1991,85311.049428859202
BMU,1992,84642.608492729894
BMU,1993,86582.834499714198
BMU,1994,86545.782355780699
BMU,1995,89849.125013981306
BMU,1996,91743.296233867906
BMU,1997,95383.022511036499
BMU,1998,98347.908981605098
BMU,1999,100867.914579743
BMU,2000,109502.763102809
BMU,2001,116809.92525307099
BMU,2002,114574.433608566
BMU,2003,118018.831592635
BMU,2004,120432.12052555
BMU,2005,122143.799577518
BMU,2006,128662.93192426101
BMU,2007,132595.48265486601
BMU,2008,129525.177139097
BMU,2009,121727.584908744
BMU,2010,118382.908990645
BMU,2011,113937.83570098301
BMU,2012,108040.57565920299
BMU,2013,107860.394791964
BMU,2014,103941.98260695599
BMU,2015,104855.36682213499
BMU,2016,104190.876720334
BMU,2017,107734.608357327
BMU,2018,106843.16373939101
BMU,2019,106709.88123884299
BMU,2020,98846.445807964395
BOL,1990,1679.40847944141
BOL,1991,1731.3951413633599
BOL,1992,1724.3633452511001
BOL,1993,1762.66830964982
BOL,1994,1809.5706511527301
BOL,1995,1858.78185214476
BOL,1996,1904.2870221359401
BOL,1997,1962.8640430160499
BOL,1998,2025.5033470495
BOL,1999,1998.9453397505099
BOL,2000,2014.1902463413201
BOL,2001,2013.8458109456799
BOL,2002,2029.66993705968
BOL,2003,2050.0713341908199
BOL,2004,2099.9908107391998
BOL,2005,2156.1867035360301
BOL,2006,2221.4272258894098
BOL,2007,2283.4273353529702
BOL,2008,2383.25032547517
BOL,2009,2422.5757938024499
BOL,2010,2481.4070083833999
BOL,2011,2568.5205167440599
BOL,2012,2657.2388497837001
BOL,2013,2793.5145712405401
BOL,2014,2900.9024157147701
BOL,2015,2996.0128981134399
BOL,2016,3077.57057582774
BOL,2017,3160.16421247588
BOL,2018,3204.5367083800502
BOL,2019,3207.3869523112799
BOL,2020,2765.0927178860202
BRA,1990,6149.86788926381
BRA,1991,6107.6488367574702
BRA,1992,5973.9828562258599
BRA,1993,6167.4609217893103
BRA,1994,6427.1690194370403
BRA,1995,6596.3357267481897
BRA,1996,6640.7270065575003
BRA,1997,6764.8584209131895
BRA,1998,6687.4952355024197
BRA,1999,6621.63676249539
BRA,2000,6817.7842408570004
BRA,2001,6823.0339699989099
BRA,2002,6944.6233749575504
BRA,2003,6941.4404574507998
BRA,2004,7258.7818516591196
BRA,2005,7409.5691323271803
BRA,2006,7622.0400713326399
BRA,2007,8003.2541309604703
BRA,2008,8330.7645984130395
BRA,2009,8246.0970699509398
BRA,2010,8792.6343612034198
BRA,2011,9067.9931634804707
BRA,2012,9167.4992392981494
BRA,2013,9366.7393243435909
BRA,2014,9338.3427827811392
BRA,2015,8936.1966171211297
BRA,2016,8577.8437665091096
BRA,2017,8628.2530890804301
BRA,2018,8722.3363031793506
BRA,2019,8771.4405129217703
BRA,2020,8435.0114325497798
BRB,1990,19965.240479079999
BRB,1991,19128.101934263301
BRB,1992,17977.267183021999
BRB,1993,18067.081995045901
BRB,1994,18388.596509323899
BRB,1995,18728.9470113809
BRB,1996,19455.508662264099
BRB,1997,20369.332500215201
BRB,1998,21125.2533175225
BRB,1999,21189.410239496701
BRB,2000,22170.084671297402
BRB,2001,21615.8003391727
BRB,2002,21643.896490797299
BRB,2003,21979.292323002701
BRB,2004,22162.634404860699
BRB,2005,22918.543802859502
BRB,2006,24193.138434467401
BRB,2007,24579.089775259399
BRB,2008,24605.452323075198
BRB,2009,23250.801765934899
BRB,2010,21285.0039393558
BRB,2011,21200.1949825923
BRB,2012,20534.882587865301
BRB,2013,20521.1209928514
BRB,2014,20636.032718805502
BRB,2015,20429.474712355299
BRB,2016,20673.768233737501
BRB,2017,20766.551849112901
BRB,2018,20674.354784798401
BRB,2019,20687.646742790901
BRB,2020,17056.986866978099
BRN,1990,44179.827869453999
BRN,1991,44201.139494772702
BRN,1992,41672.3708419389
BRN,1993,40342.050406521201
BRN,1994,39721.434535212902
BRN,1995,39274.498020433501
BRN,1996,38331.6576177026
BRN,1997,39820.210752408602
BRN,1998,36331.1813349886
BRN,1999,37045.934256863802
BRN,2000,37509.598384774203
BRN,2001,37269.3099216587
BRN,2002,37976.262757360098
BRN,2003,38595.168851370203
BRN,2004,37948.6590825194
BRN,2005,37312.277879712201
BRN,2006,38229.356568418298
BRN,2007,36174.516515486001
BRN,2008,34126.694156396901
BRN,2009,32855.602160246599
BRN,2010,33121.317824172402
BRN,2011,33754.364078371298
BRN,2012,33544.538945787703
BRN,2013,32381.073979523098
BRN,2014,31148.7297405401
BRN,2015,30625.1287744656
BRN,2016,29492.4145927789
BRN,2017,29524.659127890001
BRN,2018,29200.195202422201
BRN,2019,29996.2407223175
BRN,2020,30015.9588506697
BTN,1990,812.67132558873902
BTN,1991,795.19184286538302
BTN,1992,863.46389569327005
BTN,1993,917.29129268981205
BTN,1994,963.01657429167904
BTN,1995,1043.3874898167401
BTN,1996,1099.85817824831
BTN,1997,1138.3992231884699
BTN,1998,1182.9878107331599
BTN,1999,1248.61600842811
BTN,2000,1259.6237645235001
BTN,2001,1321.0987823027899
BTN,2002,1427.2569331731499
BTN,2003,1506.4152751782001
BTN,2004,1552.7391519580101
BTN,2005,1632.02169500573
BTN,2006,1701.11878173586
BTN,2007,1952.2573460377901
BTN,2008,2017.76018913403
BTN,2009,2148.5648037503402
BTN,2010,2378.7281076098502
BTN,2011,2552.4887107309401
BTN,2012,2654.7479894602702
BTN,2013,2671.0746020117099
BTN,2014,2797.8188397190802
BTN,2015,2954.04081911097
BTN,2016,3173.3677321743098
BTN,2017,3211.8090327559298
BTN,2018,3300.55006461736
BTN,2019,3467.3859897935599
BTN,2020,3092.1242839936299
BWA,1990,4039.46544455099
BWA,1991,4224.0985754494804
BWA,1992,4226.7399949829296
BWA,1993,4186.1454735836296
BWA,1994,4219.4408088678001
BWA,1995,4399.1388580936
BWA,1996,4543.2105349272997
BWA,1997,4809.4439184672001
BWA,1998,4724.9367094202798
BWA,1999,5070.9477204872901
BWA,2000,5062.6428917358799
BWA,2001,4971.9637179418796
BWA,2002,5175.4765531723097
BWA,2003,5320.4402951390002
BWA,2004,5369.4251676611202
BWA,2005,5514.2174266470502
BWA,2006,5865.00026521361
BWA,2007,6085.6354476125998
BWA,2008,6158.6162936805104
BWA,2009,5179.4138607145997
BWA,2010,5584.5034321845997
BWA,2011,5850.0785857546098
BWA,2012,5742.9192445263598
BWA,2013,6284.9767800261798
BWA,2014,6547.1225411589203
BWA,2015,6141.20394726616
BWA,2016,6490.8346359348297
BWA,2017,6662.5764480546704
BWA,2018,6843.8461202773897
BWA,2019,6951.7318905114598
BWA,2020,6254.2480624109103
CAF,1990,519.78673596191197
CAF,1991,500.991150890901
CAF,1992,454.148968239471
CAF,1993,441.38490750836399
CAF,1994,448.78444295980103
CAF,1995,468.15052762068598
CAF,1996,437.925054761723
CAF,1997,448.63466363955098
CAF,1998,457.14885841643797
CAF,1999,460.82790021608503
CAF,2000,437.16892841482598
CAF,2001,446.65863419208301
CAF,2002,452.80870221703498
CAF,2003,418.24053228985798
CAF,2004,433.82522777023303
CAF,2005,427.96804315523701
CAF,2006,439.29433090276802
CAF,2007,450.76278540189298
CAF,2008,450.31361688602198
CAF,2009,492.21539891483599
CAF,2010,519.14145640848403
CAF,2011,532.38295493852002
CAF,2012,553.72957831491203
CAF,2013,349.82117168897298
CAF,2014,351.56155491162502
CAF,2015,366.322853938121
CAF,2016,376.85825412039799
CAF,2017,387.35795131741997
CAF,2018,395.020015455909
CAF,2019,401.82582161434999
CAF,2020,398.83427412213899
CAN,1990,31700.578115460699
CAN,1991,30654.363936897302
CAN,1992,30563.4095229714
CAN,1993,31032.785763879001
CAN,1994,32074.188480629899
CAN,1995,32595.484269090899
CAN,1996,32801.334817158597
CAN,1997,33867.041927409096
CAN,1998,34894.648492840402
CAN,1999,36391.5718964607
CAN,2000,37906.898210120002
CAN,2001,38200.494502539499
CAN,2002,38921.706405451398
CAN,2003,39270.062908466898
CAN,2004,40108.799026291599
CAN,2005,41006.264144023997
CAN,2006,41663.554158816602
CAN,2007,42106.914718616499
CAN,2008,42067.610977794997
CAN,2009,40376.455933092802
CAN,2010,41164.381248657803
CAN,2011,42043.684204400801
CAN,2012,42320.685653001798
CAN,2013,42851.213587623199
CAN,2014,43643.279491099602
CAN,2015,43594.237908070601
CAN,2016,43551.386355823597
CAN,2017,44339.433221787804
CAN,2018,44907.388799446897
CAN,2019,45100.336805858999
CAN,2020,42366.1710935265
CHE,1990,69584.5767626374
CHE,1991,67932.785459211605
CHE,1992,66409.491461386002
CHE,1993,64448.1064296646
CHE,1994,66503.931187767303
CHE,1995,68765.800489574496
CHE,1996,68846.281129572206
CHE,1997,70121.292645071895
CHE,1998,71854.117686389902
CHE,1999,72713.706842054395
CHE,2000,74933.277007755198
CHE,2001,75646.178114413095
CHE,2002,75361.694160738494
CHE,2003,74592.028469095501
CHE,2004,75997.445315476099
CHE,2005,77741.343610470401
CHE,2006,80448.9696781612
CHE,2007,82909.135829145904
CHE,2008,83934.765722124605
CHE,2009,81288.642957611999
CHE,2010,83069.427637345507
CHE,2011,83307.318099846496
CHE,2012,83354.0207485188
CHE,2013,83914.024508081202
CHE,2014,85004.813453399998
CHE,2015,85265.062051929999
CHE,2016,85951.223414834501
CHE,2017,86362.360972862007
CHE,2018,88581.082693558405
CHE,2019,88932.411930642498
CHE,2020,86293.918344115504
CHI,1990,
CHI,1991,
CHI,1992,
CHI,1993,
CHI,1994,
CHI,1995,
CHI,1996,
CHI,1997,
CHI,1998,
CHI,1999,
CHI,2000,
CHI,2001,
CHI,2002,
CHI,2003,
CHI,2004,
CHI,2005,
CHI,2006,
CHI,2007,
CHI,2008,
CHI,2009,67617.820540369605
CHI,2010,64722.9832990297
CHI,2011,65006.487128721601
CHI,2012,60861.900646050097
CHI,2013,60780.669022098002
CHI,2014,61892.808344570803
CHI,2015,61847.821223885701
CHI,2016,62434.185944421799
CHI,2017,63393.393869864398
CHI,2018,63859.9826096615
CHI,2019,64594.521390868402
CHI,2020,58636.703614336497
CHL,1990,5290.5369483553504
CHL,1991,5606.86557277047
CHL,1992,6151.7654645432604
CHL,1993,6461.73217350303
CHL,1994,6688.2971770470704
CHL,1995,7201.1310036144096
CHL,1996,7605.2895301060298
CHL,1997,8058.9422880153497
CHL,1998,8287.4506109654703
CHL,1999,8161.4516887218597
CHL,2000,8465.3530325886404
CHL,2001,8632.0148244055999
CHL,2002,8810.6905271225696
CHL,2003,9130.7842621819
CHL,2004,9642.3747865122805
CHL,2005,10104.420839137299
CHL,2006,10611.614401287699
CHL,2007,11051.345071767801
CHL,2008,11356.092210598301
CHL,2009,11116.409344310299
CHL,2010,11649.2897090856
CHL,2011,12252.8441074615
CHL,2012,12882.834417927001
CHL,2013,13182.732961985599
CHL,2014,13285.954036119199
CHL,2015,13433.9202987032
CHL,2016,13505.097711132999
CHL,2017,13473.3458532934
CHL,2018,13763.006884479501
CHL,2019,13631.9284885172
CHL,2020,12680.7761524378
CHN,1990,917.18788717720497
CHN,1991,989.58527867484599
CHN,1992,1117.2953388296801
CHN,1993,1258.3414267661899
CHN,1994,1406.97393365064
CHN,1995,1545.0789784810499
CHN,1996,1681.4574126944301
CHN,1997,1819.07954081306
CHN,1998,1944.4671862642399
CHN,1999,2076.9318025991402
CHN,2000,2237.3004791869198
CHN,2001,2405.99411858042
CHN,2002,2610.66275070444
CHN,2003,2856.8505329321902
CHN,2004,3127.9144489233699
CHN,2005,3465.7276706764201
CHN,2006,3883.2746437081601
CHN,2007,4409.6970944598597
CHN,2008,4811.3448634626202
CHN,2009,5237.7880998237697
CHN,2010,5764.6501236637496
CHN,2011,6275.7163428881404
CHN,2012,6723.0900374460698
CHN,2013,7197.9373194959999
CHN,2014,7686.3736952040299
CHN,2015,8175.3328507739297
CHN,2016,8679.2252880504093
CHN,2017,9221.3504563984206
CHN,2018,9798.5789056640206
CHN,2019,10356.2924890582
CHN,2020,10573.3794064211
CIV,1990,1866.0785698740999
CIV,1991,1794.1206256691801
CIV,1992,1719.7126133516299
CIV,1993,1649.47036183619
CIV,1994,1598.69239055813
CIV,1995,1647.0877707550401
CIV,1996,1706.97650014485
CIV,1997,1801.1316312213301
CIV,1998,1808.42289027986
CIV,1999,1770.8654038935699
CIV,2000,1717.95385651231
CIV,2001,1636.5731870521799
CIV,2002,1551.27925902838
CIV,2003,1441.5880175503701
CIV,2004,1451.8654714189399
CIV,2005,1431.7332020311101
CIV,2006,1437.77453798586
CIV,2007,1420.1738958245001
CIV,2008,1454.62731800082
CIV,2009,1473.9183699329001
CIV,2010,1540.52927270246
CIV,2011,1426.4646386453401
CIV,2012,1503.43433046682
CIV,2013,1632.3271278700599
CIV,2014,1742.53693001178
CIV,2015,1814.7185508801699
CIV,2016,1889.2777794993799
CIV,2017,1972.81431788947
CIV,2018,2013.3230759849901
CIV,2019,2093.0999433577899
CIV,2020,2055.0848399643201
CMR,1990,1360.4776529601099
CMR,1991,1271.0465860838799
CMR,1992,1196.85081918895
CMR,1993,1070.9827537763599
CMR,1994,1060.8732655290901
CMR,1995,1062.0160734998699
CMR,1996,1077.3892520296099
CMR,1997,1096.6975773500701
CMR,1998,1118.5081996307899
CMR,1999,1138.3629854656499
CMR,2000,1151.2768930294701
CMR,2001,1169.9267046498401
CMR,2002,1189.96707897027
CMR,2003,1221.0944614145401
CMR,2004,1271.7432687416699
CMR,2005,1264.74345218659
CMR,2006,1277.3299071234201
CMR,2007,1295.73067471287
CMR,2008,1295.02211276052
CMR,2009,1290.8996135114901
CMR,2010,1290.9013745759
CMR,2011,1297.3064962694
CMR,2012,1319.66961634054
CMR,2013,1347.2130636705999
CMR,2014,1381.81938454907
CMR,2015,1415.00009710569
CMR,2016,1435.6183072783899
CMR,2017,1444.90682916573
CMR,2018,1461.01969999317
CMR,2019,1470.31785276187
CMR,2020,1434.5191372340901
COD,1990,831.66294744097002
COD,1991,736.69121546821702
COD,1992,637.43688333556099
COD,1993,532.21445061576605
COD,1994,487.81460148257599
COD,1995,471.25421668081498
COD,1996,457.55178560577798
COD,1997,424.96660973279103
COD,1998,406.859287635557
COD,1999,376.622893450888
COD,2000,339.52682222416001
COD,2001,322.033920026494
COD,2002,321.547848189305
COD,2003,329.70953654187701
COD,2004,341.71492575276602
COD,2005,351.708486411683
COD,2006,358.45438227557901
COD,2007,377.62283005585999
COD,2008,393.64051789861497
COD,2009,383.72625454121697
COD,2010,403.72237387852499
COD,2011,389.119308449762
COD,2012,408.96623281628803
COD,2013,464.52671546049402
COD,2014,481.83024188377601
COD,2015,495.82663301488299
COD,2016,480.46137788047503
COD,2017,482.85468212854101
COD,2018,495.31210571102702
COD,2019,482.52429512947202
COD,2020,470.85295000092901
COG,1990,2363.7670181458702
COG,1991,2352.52754080776
COG,1992,2346.6791379440601
COG,1993,2255.9436080196101
COG,1994,2069.7964045656699
COG,1995,2092.5433790524498
COG,1996,2122.6281929483698
COG,1997,2064.7536042464999
COG,1998,2095.3440357059499
COG,1999,1986.8478922289
COG,2000,2057.0192202355101
COG,2001,2056.1650592261699
COG,2002,2100.1687671457398
COG,2003,2058.8868367503801
COG,2004,2058.8840294689599
COG,2005,2140.0368620025101
COG,2006,2226.0233547376001
COG,2007,2004.10103961966
COG,2008,2061.5582988057399
COG,2009,2211.3157238202798
COG,2010,2332.2850805595299
COG,2011,2307.4938439971502
COG,2012,2467.0610290683899
COG,2013,2390.6575493866198
COG,2014,2488.6811854899202
COG,2015,2439.3518940369599
COG,2016,2174.1931025122399
COG,2017,2003.2712107518701
COG,2018,1909.9560382116999
COG,2019,1885.5108087773101
COG,2020,1725.5104004996299
COL,1990,3714.1849928328002
COL,1991,3713.1772753557598
COL,1992,3787.5942918216001
COL,1993,3912.6590835796001
COL,1994,4059.3214611388198
COL,1995,4189.7277091399901
COL,1996,4198.6912625270797
COL,1997,4265.6935185645998
COL,1998,4213.8280047005101
COL,1999,3967.1133993768099
COL,2000,4016.8095174816699
COL,2001,4020.5078975484198
COL,2002,4058.2849357873802
COL,2003,4154.1752852361797
COL,2004,4311.9159125523302
COL,2005,4457.27537460443
COL,2006,4694.0344293917497
COL,2007,4947.2526081310798
COL,2008,5048.5718724524904
COL,2009,5046.9712175772702
COL,2010,5214.2454762013103
COL,2011,5517.1011086898998
COL,2012,5675.7561797830504
COL,2013,5910.8059230116596
COL,2014,6121.83982019825
COL,2015,6248.5149053451196
COL,2016,6316.0706778254198
COL,2017,6309.6774529251798
COL,2018,6353.5464285392
COL,2019,6439.9635981264701
COL,2020,5891.9552321540305
COM,1990,1253.76230051227
COM,1991,1148.13962801407
COM,1992,1207.2924194956399
COM,1993,1215.6498324184799
COM,1994,1146.70744816409
COM,1995,1190.50070057888
COM,1996,1164.2036745498999
COM,1997,1194.7951949665101
COM,1998,1174.69021233013
COM,1999,1185.07075486739
COM,2000,1150.8287109180701
COM,2001,1188.5013904912701
COM,2002,1217.1153433012801
COM,2003,1216.9806947950899
COM,2004,1231.1477994685099
COM,2005,1274.6147094806599
COM,2006,1227.2466943509201
COM,2007,1212.6966173610999
COM,2008,1235.9728046528701
COM,2009,1250.9023714576299
COM,2010,1272.6071620800701
COM,2011,1299.1109344940801
COM,2012,1313.58187559666
COM,2013,1343.5468328065599
COM,2014,1342.3295858321001
COM,2015,1329.37048235986
COM,2016,1345.6261652830999
COM,2017,1369.4118027596301
COM,2018,1391.8457044326699
COM,2019,1389.3648801485899
COM,2020,1359.7070891825001
CPV,1990,835.12072317550405
CPV,1991,826.68139930954703
CPV,1992,896.51935955854105
CPV,1993,953.86101111572896
CPV,1994,1113.9380647646699
CPV,1995,1248.2810435075901
CPV,1996,1365.4982060362299
CPV,1997,1492.0184742250699
CPV,1998,1652.11117220593
CPV,1999,1809.8058262413699
CPV,2000,2037.3172091271399
CPV,2001,2051.2173388810202
CPV,2002,2127.7087229650201
CPV,2003,2186.8950042276501
CPV,2004,2379.7963622413499
CPV,2005,2514.1677925532699
CPV,2006,2683.8394385689198
CPV,2007,3056.9710285115402
CPV,2008,3238.44159287498
CPV,2009,3159.5869869397702
CPV,2010,3194.6166773423301
CPV,2011,3309.2012164389798
CPV,2012,3341.7421054836
CPV,2013,3361.09387702205
CPV,2014,3383.8422809791
CPV,2015,3415.0626673093102
CPV,2016,3560.1400729533998
CPV,2017,3719.71306047915
CPV,2018,3853.6794003524101
CPV,2019,4115.9028346940604
CPV,2020,3255.9362898405798
CRI,1990,6048.5830753390701
CRI,1991,6030.1797086372399
CRI,1992,6420.44624299731
CRI,1993,6706.2766889267004
CRI,1994,6839.3623289413399
CRI,1995,6954.0953766388802
CRI,1996,6884.7355295812404
CRI,1997,7099.52398121837
CRI,1998,7439.7267287990799
CRI,1999,7589.2909368369401
