country,year,Education_Tertiary
ARE,2013,
ARE,2014,
ARE,2015,
ARE,2016,
ARE,2017,
ARE,2018,53.211328168010198
ARE,2019,53.8814655213653
ARE,2020,54.974699807469896
ARG,1990,
ARG,1991,38.329669952392599
ARG,1992,
ARG,1993,
ARG,1994,37.389900207519503
ARG,1995,
ARG,1996,
ARG,1997,
ARG,1998,47.986228942871101
ARG,1999,49.510700225830099
ARG,2000,54.0843505859375
ARG,2001,58.469760894775398
ARG,2002,61.7228813171387
ARG,2003,64.030487060546903
ARG,2004,64.589141845703097
ARG,2005,63.489311218261697
ARG,2006,66.944473266601605
ARG,2007,66.667221069335895
ARG,2008,68.561073303222699
ARG,2009,70.693191528320298
ARG,2010,73.803669361106998
ARG,2011,77.010118506095495
ARG,2012,78.146517429476106
ARG,2013,78.568164608193896
ARG,2014,81.072589697739005
ARG,2015,83.755693325889993
ARG,2016,86.674383290639895
ARG,2017,89.329734695241498
ARG,2018,91.084651273276606
ARG,2019,95.192824064062805
ARG,2020,99.369734871799594
ARM,1990,22.023830413818398
ARM,1991,23.5778503417969
ARM,1992,22.934040069580099
ARM,1993,22.5643806457519
ARM,1994,19.163129806518601
ARM,1995,19.5058898925781
ARM,1996,16.688880920410199
ARM,1997,21.8644905090332
ARM,1998,31.5830402374268
ARM,1999,32.2853813171387
ARM,2000,32.530521392822301
ARM,2001,31.340919494628899
ARM,2002,33.961891174316399
ARM,2003,35.065708160400398
ARM,2004,35.836090087890597
ARM,2005,37.709449768066399
ARM,2006,41.590358734130902
ARM,2007,44.455841064453097
ARM,2008,46.524490356445298
ARM,2009,49.089710235595703
ARM,2010,50.583987593292598
ARM,2011,51.294929070813097
ARM,2012,44.485571949492702
ARM,2013,44.834779089271102
ARM,2014,47.715084953862899
ARM,2015,48.731368704025897
ARM,2016,54.343287736599301
ARM,2017,55.506551952349398
ARM,2018,57.458535768135398
ARM,2019,53.594417478553403
ARM,2020,52.333153444864202
ASM,1990,
ASM,1991,
ASM,1992,
ASM,1993,
ASM,1994,
ASM,1995,
ASM,1996,
ASM,1997,
ASM,1998,
ASM,1999,
ASM,2000,
ASM,2001,
ASM,2002,
ASM,2003,
ASM,2004,
ASM,2005,
ASM,2006,
ASM,2007,
ASM,2008,
ASM,2009,
ASM,2010,
ASM,2011,
ASM,2012,
ASM,2013,
ASM,2014,
ASM,2015,
ASM,2016,
ASM,2017,
ASM,2018,
ASM,2019,
ASM,2020,
ATG,1990,
ATG,1991,
ATG,1992,
ATG,1993,
ATG,1994,
ATG,1995,
ATG,1996,
ATG,1997,
ATG,1998,
ATG,1999,
ATG,2000,
ATG,2001,
ATG,2002,
ATG,2003,
ATG,2004,
ATG,2005,
ATG,2006,
ATG,2007,
ATG,2008,
ATG,2009,14.8930101394653
ATG,2010,16.695205479452099
ATG,2011,15.106082036775099
ATG,2012,25.115627189908899
ATG,2013,
ATG,2014,
ATG,2015,
ATG,2016,
ATG,2017,
ATG,2018,
ATG,2019,
ATG,2020,
AUS,1990,
AUS,1991,
AUS,1992,
AUS,1993,
AUS,1994,
AUS,1995,
AUS,1996,
AUS,1997,
AUS,1998,
AUS,1999,
AUS,2000,
AUS,2001,
AUS,2002,
AUS,2003,
AUS,2004,
AUS,2005,
AUS,2006,
AUS,2007,
AUS,2008,
AUS,2009,
AUS,2010,
AUS,2011,
AUS,2012,
AUS,2013,
AUS,2014,
AUS,2015,119.679389953613
AUS,2016,119.682777404785
AUS,2017,109.99330902099599
AUS,2018,103.32209014892599
AUS,2019,109.759559631348
AUS,2020,110.13922119140599
AUT,1990,
AUT,1991,
AUT,1992,
AUT,1993,
AUT,1994,
AUT,1995,
AUT,1996,
AUT,1997,
AUT,1998,
AUT,1999,
AUT,2000,
AUT,2001,
AUT,2002,
AUT,2003,
AUT,2004,
AUT,2005,
AUT,2006,
AUT,2007,63.802120208740199
AUT,2008,66.198387145996094
AUT,2009,67.9915771484375
AUT,2010,75.040252685546903
AUT,2011,77.262512207031193
AUT,2012,79.547126770019503
AUT,2013,80.961601257324205
AUT,2014,81.019569396972699
AUT,2015,82.256309509277301
AUT,2016,82.849693298339801
AUT,2017,83.839256286621094
AUT,2018,85.869888305664105
AUT,2019,86.323432922363295
AUT,2020,88.707199096679702
AZE,1990,
AZE,1991,
AZE,1992,
AZE,1993,
AZE,1994,
AZE,1995,
AZE,1996,
AZE,1997,
AZE,1998,
AZE,1999,
AZE,2000,
AZE,2001,
AZE,2002,
AZE,2003,
AZE,2004,
AZE,2005,
AZE,2006,19.7894592285156
AZE,2007,19.364599227905298
AZE,2008,19.047889709472699
AZE,2009,19.057710647583001
AZE,2010,19.260043139461501
AZE,2011,19.6473062365442
AZE,2012,20.438461470413898
AZE,2013,21.440425356826101
AZE,2014,23.159734980028698
AZE,2015,25.483196109466199
AZE,2016,27.2368629930846
AZE,2017,28.467056543132198
AZE,2018,28.972490367006898
AZE,2019,32.9221812477847
AZE,2020,36.385474225021497
BDI,1990,0.68137997388839699
BDI,1991,0.75569999217987105
BDI,1992,0.78633999824523904
BDI,1993,0.82892000675201405
BDI,1994,
BDI,1995,
BDI,1996,
BDI,1997,
BDI,1998,0.86450999975204501
BDI,1999,0.91690999269485496
BDI,2000,1.0547499656677299
BDI,2001,1.03059995174408
BDI,2002,1.6011199951171899
BDI,2003,
BDI,2004,2.1010999679565399
BDI,2005,2.1350300312042201
BDI,2006,2.16554999351502
BDI,2007,2.2662599086761501
BDI,2008,2.4979300498962398
BDI,2009,2.6779100894928001
BDI,2010,3.0552893800243499
BDI,2011,
BDI,2012,2.92052732762984
BDI,2013,3.70341642841244
BDI,2014,4.4689205804229903
BDI,2015,5.2585653791864502
BDI,2016,3.9790891636179699
BDI,2017,4.3052800579830697
BDI,2018,4.5528192293384597
BDI,2019,
BDI,2020,
BEL,1990,
BEL,1991,
BEL,1992,
BEL,1993,
BEL,1994,
BEL,1995,
BEL,1996,
BEL,1997,
BEL,1998,
BEL,1999,
BEL,2000,
BEL,2001,56.714889526367202
BEL,2002,58.110080718994098
BEL,2003,59.612461090087898
BEL,2004,62.041149139404297
BEL,2005,62.8203315734863
BEL,2006,63.371738433837898
BEL,2007,62.461841583252003
BEL,2008,62.764209747314503
BEL,2009,64.979843139648395
BEL,2010,66.857887268066406
BEL,2011,67.703407287597699
BEL,2012,69.749061584472699
BEL,2013,71.784111022949205
BEL,2014,74.039726257324205
BEL,2015,76.423942565917997
BEL,2016,77.243507385253906
BEL,2017,80.773818969726605
BEL,2018,79.123748779296903
BEL,2019,79.304481506347699
BEL,2020,79.499603271484403
BEN,1990,1.9679399728775
BEN,1991,2.25591993331909
BEN,1992,2.1337800025939901
BEN,1993,1.9424300193786601
BEN,1994,1.89841997623444
BEN,1995,1.97397005558014
BEN,1996,1.9911400079727199
BEN,1997,2.43330001831055
BEN,1998,
BEN,1999,3.09658002853394
BEN,2000,3.49604988098144
BEN,2001,4.2003898620605504
BEN,2002,4.9283399581909197
BEN,2003,5.4320302009582502
BEN,2004,5.4793801307678196
BEN,2005,5.4112000465393102
BEN,2006,6.2029500007629403
BEN,2007,7.4308600425720197
BEN,2008,7.3421602249145499
BEN,2009,9.3462495803833008
BEN,2010,12.6081895828247
BEN,2011,11.8088598251343
BEN,2012,12.8605403900147
BEN,2013,14.775219917297401
BEN,2014,14.6916198730469
BEN,2015,12.4851799011231
BEN,2016,11.952989578247101
BEN,2017,11.337929725646999
BEN,2018,11.5739097595215
BEN,2019,10.3906803131103
BEN,2020,10.380800247192401
BFA,1990,0.74449002742767301
BFA,1991,0.69536000490188599
BFA,1992,0.92877000570297197
BFA,1993,1.0837299823761
BFA,1994,1.0573199987411499
BFA,1995,1.1000200510025
BFA,1996,1.0568599700927701
BFA,1997,0.96894997358322099
BFA,1998,
BFA,1999,0.98364001512527499
BFA,2000,
BFA,2001,1.1143499612808201
BFA,2002,1.34107005596161
BFA,2003,1.5050899982452399
BFA,2004,
BFA,2005,2.1431400775909402
BFA,2006,2.2578799724578902
BFA,2007,2.40549993515015
BFA,2008,2.9296801090240501
BFA,2009,3.2668299674987802
BFA,2010,3.34944579587797
BFA,2011,3.91906920981907
BFA,2012,4.3379268570651401
BFA,2013,4.5733834207770103
BFA,2014,4.8953991772569898
BFA,2015,4.9035686633349798
BFA,2016,5.4054146587806304
BFA,2017,5.8341880408111999
BFA,2018,6.3182611029115803
BFA,2019,6.9053259492615897
BFA,2020,7.6427706224232397
BGD,1990,4.3600001335143999
BGD,1991,
BGD,1992,
BGD,1993,
BGD,1994,
BGD,1995,
BGD,1996,
BGD,1997,
BGD,1998,
BGD,1999,5.2864699363708496
BGD,2000,5.2516598701477104
BGD,2001,6.1724400520324698
BGD,2002,5.9155998229980504
BGD,2003,5.9912800788879403
BGD,2004,5.5566701889038104
BGD,2005,6.1348400115966797
BGD,2006,7.0704002380371103
BGD,2007,7.6630501747131303
BGD,2008,8.6226596832275408
BGD,2009,10.493929862976101
BGD,2010,
BGD,2011,13.2663245348367
BGD,2012,13.4211598649529
BGD,2013,13.4900578063704
BGD,2014,13.577739270355901
BGD,2015,15.5739926180902
BGD,2016,17.3985207411042
BGD,2017,18.517560439983399
BGD,2018,19.5710492453779
BGD,2019,22.709464247340499
BGD,2020,22.692301956450098
BGR,1990,
BGR,1991,
BGR,1992,
BGR,1993,
BGR,1994,
BGR,1995,
BGR,1996,
BGR,1997,
BGR,1998,
BGR,1999,
BGR,2000,
BGR,2001,41.040779113769503
BGR,2002,41.429008483886697
BGR,2003,42.853610992431598
BGR,2004,43.693569183349602
BGR,2005,46.225269317627003
BGR,2006,47.794830322265597
BGR,2007,51.240341186523402
BGR,2008,52.6504096984863
BGR,2009,55.008369445800803
BGR,2010,58.354850769042997
BGR,2011,59.824680328369098
BGR,2012,62.161651611328097
BGR,2013,68.201339721679702
BGR,2014,72.981559753417997
BGR,2015,78.299957275390597
BGR,2016,80.639961242675795
BGR,2017,81.224586486816406
BGR,2018,83.134880065917997
BGR,2019,84.750312805175795
BGR,2020,85.533111572265597
BHR,1990,
BHR,1991,16.276420593261701
BHR,1992,17.680089950561499
BHR,1993,18.324949264526399
BHR,1994,16.9074897766113
BHR,1995,15.6648597717285
BHR,1996,15.312740325927701
BHR,1997,
BHR,1998,
BHR,1999,19.253089904785199
BHR,2000,
BHR,2001,
BHR,2002,
BHR,2003,25.120140075683601
BHR,2004,
BHR,2005,19.0136394500732
BHR,2006,17.535850524902301
BHR,2007,
BHR,2008,
BHR,2009,
BHR,2010,
BHR,2011,46.307502564634497
BHR,2012,47.681167951963303
BHR,2013,44.127478854641303
BHR,2014,44.786660242776101
BHR,2015,45.643986060755402
BHR,2016,46.763177260601601
BHR,2017,48.728098193100898
BHR,2018,50.262834134884201
BHR,2019,52.904578270032701
BHR,2020,54.4077922369055
BHS,1990,
BHS,1991,
BHS,1992,
BHS,1993,
BHS,1994,
BHS,1995,14.8425798416138
BHS,1996,
BHS,1997,
BHS,1998,
BHS,1999,
BHS,2000,
BHS,2001,
BHS,2002,
BHS,2003,
BHS,2004,
BHS,2005,
BHS,2006,
BHS,2007,
BHS,2008,
BHS,2009,
BHS,2010,
BHS,2011,
BHS,2012,
BHS,2013,
BHS,2014,
BHS,2015,
BHS,2016,
BHS,2017,
BHS,2018,
BHS,2019,
BHS,2020,
BIH,1990,
BIH,1991,
BIH,1992,
BIH,1993,
BIH,1994,
BIH,1995,
BIH,1996,
BIH,1997,
BIH,1998,
BIH,1999,
BIH,2000,15.3945398330688
BIH,2001,16.782470703125
BIH,2002,17.035739898681602
BIH,2003,18.8590297698975
BIH,2004,21.1273002624512
BIH,2005,24.159429550170898
BIH,2006,27.037839889526399
BIH,2007,30.717140197753899
BIH,2008,34.473949432372997
BIH,2009,36.957569122314503
BIH,2010,38.533458709716797
BIH,2011,41.976959228515597
BIH,2012,44.701549530029297
BIH,2013,51.3600883483887
BIH,2014,54.165580749511697
BIH,2015,55.533660888671903
BIH,2016,56.9546089172363
BIH,2017,54.528678894042997
BIH,2018,49.798751831054702
BIH,2019,46.667789459228501
BIH,2020,43.803920745849602
BLR,1990,48.921138763427699
BLR,1991,47.979339599609403
BLR,1992,44.389251708984403
BLR,1993,43.4634819030762
BLR,1994,41.381999969482401
BLR,1995,40.579479217529297
BLR,1996,44.467098236083999
BLR,1997,44.790599822997997
BLR,1998,48.638908386230497
BLR,1999,51.917411804199197
BLR,2000,54.510841369628899
BLR,2001,56.588569641113303
BLR,2002,58.971988677978501
BLR,2003,61.658451080322301
BLR,2004,62.958511352539098
BLR,2005,65.460121154785199
BLR,2006,68.3140869140625
BLR,2007,71.105087280273395
BLR,2008,71.316352844238295
BLR,2009,75.367851257324205
BLR,2010,80.116969772948494
BLR,2011,87.337375306134604
BLR,2012,93.4729592664074
BLR,2013,95.497500310019305
BLR,2014,94.316359554493005
BLR,2015,93.7888271999214
BLR,2016,91.520675773447707
BLR,2017,89.470647935473494
BLR,2018,84.7097808751504
BLR,2019,81.292195325451402
BLR,2020,79.900160036935006
BLZ,1990,
BLZ,1991,
BLZ,1992,
BLZ,1993,
BLZ,1994,
BLZ,1995,
BLZ,1996,
BLZ,1997,
BLZ,1998,
BLZ,1999,
BLZ,2000,
BLZ,2001,15.196220397949199
BLZ,2002,17.094619750976602
BLZ,2003,16.293819427490199
BLZ,2004,15.690620422363301
BLZ,2005,16.142250061035199
BLZ,2006,16.941520690918001
BLZ,2007,17.925319671630898
BLZ,2008,18.78537940979
BLZ,2009,22.056310653686499
BLZ,2010,21.565731166912901
BLZ,2011,21.5464009784327
BLZ,2012,24.027161138678501
BLZ,2013,24.004534504747099
BLZ,2014,24.015463344087198
BLZ,2015,23.435062269057099
BLZ,2016,24.476013668038799
BLZ,2017,24.731690676743
BLZ,2018,24.588344603313899
BLZ,2019,25.138736158351001
BLZ,2020,25.942169412004699
BMU,1990,
BMU,1991,
BMU,1992,
BMU,1993,
BMU,1994,
BMU,1995,
BMU,1996,
BMU,1997,
BMU,1998,
BMU,1999,
BMU,2000,
BMU,2001,
BMU,2002,
BMU,2003,
BMU,2004,
BMU,2005,
BMU,2006,32.551868438720703
BMU,2007,29.232019424438501
BMU,2008,29.9917602539062
BMU,2009,38.3707885742188
BMU,2010,36.5495414733887
BMU,2011,37.827720642089801
BMU,2012,36.915081024169901
BMU,2013,35.199771881103501
BMU,2014,33.333328247070298
BMU,2015,30.6167392730713
BMU,2016,
BMU,2017,21.809370040893601
BMU,2018,22.3407592773438
BMU,2019,
BMU,2020,
BOL,1990,
BOL,1991,
BOL,1992,
BOL,1993,
BOL,1994,
BOL,1995,
BOL,1996,
BOL,1997,
BOL,1998,
BOL,1999,
BOL,2000,
BOL,2001,
BOL,2002,
BOL,2003,
BOL,2004,
BOL,2005,
BOL,2006,
BOL,2007,
BOL,2008,
BOL,2009,
BOL,2010,
BOL,2011,
BOL,2012,
BOL,2013,
BOL,2014,
BOL,2015,
BOL,2016,
BOL,2017,
BOL,2018,
BOL,2019,
BOL,2020,
BRA,1990,
BRA,1991,
BRA,1992,
BRA,1993,
BRA,1994,
BRA,1995,
BRA,1996,
BRA,1997,
BRA,1998,
BRA,1999,
BRA,2000,
BRA,2001,
BRA,2002,
BRA,2003,
BRA,2004,
BRA,2005,
BRA,2006,
BRA,2007,
BRA,2008,
BRA,2009,
BRA,2010,
BRA,2011,
BRA,2012,43.8344116210938
BRA,2013,44.996669769287102
BRA,2014,47.813190460205099
BRA,2015,49.080501556396499
BRA,2016,48.966579437255902
BRA,2017,50.732631683349602
BRA,2018,52.05712890625
BRA,2019,53.621540069580099
BRA,2020,55.529109954833999
BRB,1990,18.155359268188501
BRB,1991,28.3673095703125
BRB,1992,29.5495491027832
BRB,1993,27.239459991455099
BRB,1994,
BRB,1995,
BRB,1996,
BRB,1997,
BRB,1998,
BRB,1999,36.056938171386697
BRB,2000,41.925430297851598
BRB,2001,41.2074584960938
BRB,2002,
BRB,2003,
BRB,2004,
BRB,2005,
BRB,2006,
BRB,2007,60.238739013671903
BRB,2008,
BRB,2009,74.206077575683594
BRB,2010,69.595327923923705
BRB,2011,66.946396727158302
BRB,2012,70.028973065779596
BRB,2013,73.180770497201195
BRB,2014,71.268262874284801
BRB,2015,57.281445756416701
BRB,2016,52.053371247334198
BRB,2017,51.010669669186598
BRB,2018,45.875198307773701
BRB,2019,48.935497470488997
BRB,2020,52.971630830999999
BRN,1990,
BRN,1991,
BRN,1992,5.4968099594116202
BRN,1993,5.8106498718261701
BRN,1994,6.1567401885986301
BRN,1995,
BRN,1996,
BRN,1997,
BRN,1998,10.6331796646118
BRN,1999,13.025139808654799
BRN,2000,13.495929718017599
BRN,2001,14.6684103012085
BRN,2002,14.1154699325562
BRN,2003,14.257490158081
BRN,2004,15.170780181884799
BRN,2005,15.249859809875501
BRN,2006,15.2068796157837
BRN,2007,15.4847002029419
BRN,2008,15.7385101318359
BRN,2009,16.565849304199201
BRN,2010,15.3331604003906
BRN,2011,17.4244594573975
BRN,2012,22.073350906372099
BRN,2013,23.464920043945298
BRN,2014,30.079910278320298
BRN,2015,28.664129257202099
BRN,2016,28.6644096374512
BRN,2017,31.243391019523902
BRN,2018,27.9285989469629
BRN,2019,27.7715019255456
BRN,2020,27.469255663430399
BTN,1990,
BTN,1991,
BTN,1992,
BTN,1993,
BTN,1994,
BTN,1995,
BTN,1996,
BTN,1997,
BTN,1998,
BTN,1999,2.6904599666595499
BTN,2000,
BTN,2001,
BTN,2002,
BTN,2003,
BTN,2004,
BTN,2005,4.8723301887512198
BTN,2006,5.1222200393676802
BTN,2007,5.5462198257446298
BTN,2008,6.5820498466491699
BTN,2009,6.2968201637268102
BTN,2010,6.5771814315231598
BTN,2011,7.7050252651155402
BTN,2012,7.6080602467883898
BTN,2013,10.362939215901999
BTN,2014,
BTN,2015,
BTN,2016,
BTN,2017,14.835498945632301
BTN,2018,14.9303808051574
BTN,2019,15.942029155031699
BTN,2020,16.8650740250552
BWA,1990,
BWA,1991,4.3568701744079599
BWA,1992,
BWA,1993,5.1658701896667498
BWA,1994,5.6231398582458496
BWA,1995,5.2864799499511701
BWA,1996,5.66145992279053
BWA,1997,
BWA,1998,5.9611301422119096
BWA,1999,6.2528100013732901
BWA,2000,6.9808301925659197
BWA,2001,7.4867801666259801
BWA,2002,7.8034100532531703
BWA,2003,9.0796003341674805
BWA,2004,9.5687799453735405
BWA,2005,9.2307796478271502
BWA,2006,10.0698099136353
BWA,2007,10.223279953002899
BWA,2008,14.2659397125244
BWA,2009,21.9871006011963
BWA,2010,19.539890289306602
BWA,2011,17.513450622558601
BWA,2012,21.6663608551025
BWA,2013,26.337099075317401
BWA,2014,24.835564846016599
BWA,2015,26.869292553875599
BWA,2016,22.660585529177599
BWA,2017,21.476288516501199
BWA,2018,
BWA,2019,21.4965480211896
BWA,2020,22.4017870513653
CAF,1990,1.32114005088806
CAF,1991,1.4309899806976301
CAF,1992,1.3497400283813501
CAF,1993,
CAF,1994,
CAF,1995,
CAF,1996,
CAF,1997,
CAF,1998,
CAF,1999,2.01588010787964
CAF,2000,1.9436999559402499
CAF,2001,
CAF,2002,
CAF,2003,
CAF,2004,1.6678600311279299
CAF,2005,
CAF,2006,1.0867500305175799
CAF,2007,
CAF,2008,2.1649599075317401
CAF,2009,2.3081400394439702
CAF,2010,2.5388100147247301
CAF,2011,2.9549798965454102
CAF,2012,2.7751998901367201
CAF,2013,
CAF,2014,
CAF,2015,
CAF,2016,
CAF,2017,
CAF,2018,
CAF,2019,
CAF,2020,
CAN,1990,
CAN,1991,
CAN,1992,
CAN,1993,
CAN,1994,
CAN,1995,
CAN,1996,
CAN,1997,
CAN,1998,
CAN,1999,
CAN,2000,58.519119262695298
CAN,2001,
CAN,2002,58.413150787353501
CAN,2003,
CAN,2004,
CAN,2005,
CAN,2006,
CAN,2007,63.829811096191399
CAN,2008,64.307411193847699
CAN,2009,63.623699188232401
CAN,2010,61.884590148925803
CAN,2011,63.158699035644503
CAN,2012,63.603271484375
CAN,2013,65.747718811035199
CAN,2014,67.167701721191406
CAN,2015,67.269096374511705
CAN,2016,69.245941162109403
CAN,2017,70.268707275390597
CAN,2018,69.350723266601605
CAN,2019,73.112876892089801
CAN,2020,75.238906860351605
CHE,1990,
CHE,1991,
CHE,1992,
CHE,1993,
CHE,1994,
CHE,1995,
CHE,1996,
CHE,1997,
CHE,1998,
CHE,1999,
CHE,2000,38.112758636474602
CHE,2001,39.223800659179702
CHE,2002,39.960289001464801
CHE,2003,43.050540924072301
CHE,2004,44.880519866943402
CHE,2005,45.246528625488303
CHE,2006,46.284778594970703
CHE,2007,47.8155517578125
CHE,2008,49.688880920410199
CHE,2009,50.303451538085902
CHE,2010,52.804061889648402
CHE,2011,53.135280609130902
CHE,2012,54.835620880127003
CHE,2013,56.181240081787102
CHE,2014,58.065059661865199
CHE,2015,60.818561553955099
CHE,2016,61.1939888000488
CHE,2017,62.459720611572301
CHE,2018,64.3533935546875
CHE,2019,66.309341430664105
CHE,2020,68.067642211914105
CHI,1990,
CHI,1991,
CHI,1992,
CHI,1993,
CHI,1994,
CHI,1995,
CHI,1996,
CHI,1997,
CHI,1998,
CHI,1999,
CHI,2000,
CHI,2001,
CHI,2002,
CHI,2003,
CHI,2004,
CHI,2005,
CHI,2006,
CHI,2007,
CHI,2008,
CHI,2009,
CHI,2010,
CHI,2011,
CHI,2012,
CHI,2013,
CHI,2014,
CHI,2015,
CHI,2016,
CHI,2017,
CHI,2018,
CHI,2019,
CHI,2020,
CHL,1990,
CHL,1991,
CHL,1992,
CHL,1993,
CHL,1994,
CHL,1995,
CHL,1996,
CHL,1997,
CHL,1998,
CHL,1999,
CHL,2000,35.431320190429702
CHL,2001,
CHL,2002,40.2664985656738
CHL,2003,43.518199920654297
CHL,2004,44.328460693359403
CHL,2005,50.2735595703125
CHL,2006,49.321689605712898
CHL,2007,54.723049163818402
CHL,2008,56.774398803710902
CHL,2009,59.991291046142599
CHL,2010,66.344520568847699
CHL,2011,70.824180603027301
CHL,2012,75.077072143554702
CHL,2013,79.870338439941406
CHL,2014,83.662979125976605
CHL,2015,86.418113708496094
CHL,2016,88.845886230468807
CHL,2017,89.921989440917997
CHL,2018,91.197479248046903
CHL,2019,92.065971374511705
CHL,2020,89.112487792968807
CHN,1990,3.0020298957824698
CHN,1991,2.88314008712769
CHN,1992,2.8171401023864799
CHN,1993,2.93351006507873
CHN,1994,3.77007007598877
CHN,1995,4.6580500602722203
CHN,1996,5.2750401496887198
CHN,1997,5.7958002090454102
CHN,1998,6.2587800025939897
CHN,1999,6.6104698181152299
CHN,2000,7.57777976989746
CHN,2001,9.2806901931762695
CHN,2002,11.8050804138184
CHN,2003,14.513970375061
CHN,2004,16.9004402160644
CHN,2005,18.656520843505898
CHN,2006,20.566770553588899
CHN,2007,21.471559524536101
CHN,2008,21.8667392730713
CHN,2009,23.288629531860401
CHN,2010,25.288306627770101
CHN,2011,26.7875039907406
CHN,2012,29.308190690329202
CHN,2013,32.719160315880302
CHN,2014,43.711005101685402
CHN,2015,47.1192619330726
CHN,2016,49.309077375596999
CHN,2017,51.067881227340699
CHN,2018,53.398798457281401
CHN,2019,56.605091792329198
CHN,2020,61.612467599694703
CIV,1990,
CIV,1991,
CIV,1992,2.4702899456024201
CIV,1993,2.93564009666443
CIV,1994,3.6460599899292001
CIV,1995,3.5975399017334002
CIV,1996,
CIV,1997,5.41806983947754
CIV,1998,
CIV,1999,5.4913401603698704
CIV,2000,
CIV,2001,
CIV,2002,
CIV,2003,
CIV,2004,
CIV,2005,
CIV,2006,
CIV,2007,7.9370698928832999
CIV,2008,7.48366022109985
CIV,2009,7.1885800361633301
CIV,2010,6.5309947238688899
CIV,2011,2.9210175930536302
CIV,2012,
CIV,2013,7.3542650359850903
CIV,2014,7.7389765928667096
CIV,2015,8.4643322459830603
CIV,2016,8.8955784570525207
CIV,2017,9.5248876887262099
CIV,2018,
CIV,2019,10.325698163974099
CIV,2020,10.266409134584899
CMR,1990,2.95227003097534
CMR,1991,3.2377300262451199
CMR,1992,
CMR,1993,
CMR,1994,
CMR,1995,
CMR,1996,
CMR,1997,
CMR,1998,
CMR,1999,4.9432201385498002
CMR,2000,4.6901001930236799
CMR,2001,4.7160201072692898
CMR,2002,5.1558799743652299
CMR,2003,5.2203102111816397
CMR,2004,5.2272500991821298
CMR,2005,6.03904008865356
CMR,2006,7.0769300460815403
CMR,2007,7.5739698410034197
CMR,2008,8.2087497711181605
CMR,2009,9.4040098190307599
CMR,2010,11.5745716750246
CMR,2011,12.5102445161105
CMR,2012,13.5363302230835
CMR,2013,15.7712802886963
CMR,2014,16.7535896301269
CMR,2015,17.297075862775301
CMR,2016,12.7046554004596
CMR,2017,12.981816181393601
CMR,2018,14.5449548868213
CMR,2019,15.052861413146299
CMR,2020,15.5519566247682
COD,1990,2.0120799541473402
COD,1991,2.3406400680542001
COD,1992,
COD,1993,
COD,1994,
COD,1995,2.3108999729156499
COD,1996,
COD,1997,
COD,1998,
COD,1999,1.4525799751281701
COD,2000,
COD,2001,
COD,2002,
COD,2003,
COD,2004,
COD,2005,
COD,2006,4.2087302207946804
COD,2007,4.2030301094055202
COD,2008,5.2793297767639196
COD,2009,6.2615499496459996
COD,2010,
COD,2011,7.5588397979736301
COD,2012,7.6397900581359899
COD,2013,6.3727998733520499
COD,2014,
COD,2015,
COD,2016,5.9003701210021999
COD,2017,
COD,2018,
COD,2019,
COD,2020,6.3798799514770499
COG,1990,4.5736999511718803
COG,1991,4.5432901382446298
COG,1992,4.9835700988769496
COG,1993,5.5745301246643102
COG,1994,
COG,1995,
COG,1996,
COG,1997,
COG,1998,
COG,1999,3.6713900566101101
COG,2000,5.2435002326965297
COG,2001,4.2017498016357404
COG,2002,3.7616400718689
COG,2003,3.7961900234222399
COG,2004,
COG,2005,
COG,2006,
COG,2007,
COG,2008,
COG,2009,5.8796801567077601
COG,2010,
COG,2011,7.95887994766235
COG,2012,9.0954504013061506
COG,2013,8.5663204193115199
COG,2014,
COG,2015,
COG,2016,
COG,2017,12.1461896896362
COG,2018,
COG,2019,
COG,2020,
COL,1990,
COL,1991,
COL,1992,
COL,1993,
COL,1994,
COL,1995,
COL,1996,
COL,1997,
COL,1998,
COL,1999,
COL,2000,25.509689331054702
COL,2001,26.381259918212901
COL,2002,26.513099670410199
COL,2003,
COL,2004,29.503459930419901
COL,2005,32.253978729247997
COL,2006,34.3662109375
COL,2007,35.478530883789098
COL,2008,37.944801330566399
COL,2009,39.508800506591797
COL,2010,41.529670715332003
COL,2011,45.287330627441399
COL,2012,47.466991424560497
COL,2013,50.747489929199197
COL,2014,53.179439544677699
COL,2015,54.796131134033203
COL,2016,57.143749237060497
COL,2017,58.396041870117202
COL,2018,57.320541381835902
COL,2019,56.666301727294901
COL,2020,55.733108520507798
COM,1990,0.61715000867843595
COM,1991,
COM,1992,0.55555999279022195
COM,1993,0.57801002264022805
COM,1994,
COM,1995,
COM,1996,0.90144002437591597
COM,1997,
COM,1998,
COM,1999,1.51769995689392
COM,2000,1.60367000102997
COM,2001,
COM,2002,
COM,2003,3.4207000732421902
COM,2004,
COM,2005,
COM,2006,
COM,2007,4.3943800926208496
COM,2008,
COM,2009,6.1950402259826696
COM,2010,7.90405216581276
COM,2011,9.4819322936477803
COM,2012,10.536063688369101
COM,2013,9.1324796676635707
COM,2014,9.5927242808028002
COM,2015,
COM,2016,
COM,2017,18.819028145669702
COM,2018,
COM,2019,
COM,2020,
CPV,1990,
CPV,1991,
CPV,1992,
CPV,1993,
CPV,1994,
CPV,1995,
CPV,1996,
CPV,1997,
CPV,1998,
CPV,1999,1.5468900203704801
CPV,2000,1.7774699926376301
CPV,2001,1.5446200370788601
CPV,2002,3.76713991165161
CPV,2003,4.4526200294494602
